name,degree,year
James Coburn,103,2005
Dean Jagger,102,2005
Van Heflin,102,2005
Broderick Crawford,102,2005
Robin Williams,102,2005
Denholm Elliott,102,2005
Woody Allen,102,2005
Anthony Hopkins,102,2005
Michael Curtiz,101,2005
Cecil B. DeMille,101,2005
John Ford,101,2005
Sam Jaffe,101,2005
James Woods,101,2005
Loretta Young,100,2005
Robert Morley,100,2005
Nick Nolte,100,2005
Samuel L. Jackson,100,2005
Robert Ryan,99,2005
Walter Matthau,99,2005
George Segal,99,2005
Glenn Close,99,2005
Meryl Streep,98,2005
Edmund Gwenn,97,2005
Lew Ayres,97,2005
Joan Fontaine,97,2005
Jeff Bridges,97,2005
Raymond Massey,96,2005
Marlon Brando,96,2005
Seymour Cassel,96,2005
Sydney Pollack,96,2005
Sean Penn,96,2005
Richard Jenkins,96,2005
Joan Blondell,95,2005
Richard Attenborough,95,2005
Jon Voight,95,2005
William Powell,94,2005
Ginger Rogers,94,2005
Franchot Tone,94,2005
Marjorie Main,94,2005
Angela Lansbury,94,2005
Lee Grant,94,2005
Katharine Hepburn,93,2005
Natalie Wood,93,2005
Richard Burton,93,2005
Richard Harris,93,2005
Ellen Burstyn,93,2005
Morgan Freeman,93,2005
Stockard Channing,93,2005
Otto Preminger,92,2005
Edmond O'Brien,92,2005
James Caan,92,2005
Alan Arkin,92,2005
Susan Sarandon,92,2005
Dan Aykroyd,92,2005
Irene Dunne,91,2005
Henry Travers,91,2005
Chill Wills,91,2005
Alexander Knox,91,2005
Max von Sydow,91,2005
Sophia Loren,91,2005
Rip Torn,91,2005
Steven Spielberg,91,2005
William Hurt,91,2005
James Cagney,90,2005
John Mills,90,2005
Jean Simmons,90,2005
George Kennedy,90,2005
Kathy Bates,90,2005
Liam Neeson,90,2005
Willem Dafoe,90,2005
Carole Lombard,89,2005
Henry Hathaway,89,2005
Burt Reynolds,89,2005
Kevin Spacey,89,2005
George Stevens,88,2005
Elliott Gould,88,2005
Al Pacino,88,2005
Whoopi Goldberg,88,2005
Billie Burke,87,2005
Elsa Lanchester,87,2005
Nicolas Cage,87,2005
John C. Reilly,87,2005
Anne Baxter,86,2005
Peter Ustinov,86,2005
Peter Falk,86,2005
Bob Hoskins,86,2005
Mickey Rourke,86,2005
Julianne Moore,86,2005
William Dieterle,85,2005
Jackie Cooper,85,2005
Jeanne Crain,85,2005
James Garner,85,2005
Ann-Margret,85,2005
Julie Christie,85,2005
James Earl Jones,85,2005
Buck Henry,85,2005
Alec Baldwin,85,2005
Claude Rains,84,2005
Roland Young,84,2005
Claire Trevor,84,2005
Rosalind Russell,84,2005
James Whitmore,84,2005
Randy Quaid,84,2005
William H. Macy,84,2005
Paul Lukas,83,2005
Jack Oakie,83,2005
Gary Oldman,83,2005
Gladys Cooper,82,2005
Nina Foch,82,2005
Janet Leigh,82,2005
Robert Altman,82,2005
Martin Landau,82,2005
Robert Downey Jr.,82,2005
Jim Broadbent,82,2005
Tim Robbins,82,2005
Norma Shearer,81,2005
Eleanor Parker,81,2005
Harrison Ford,81,2005
David Strathairn,81,2005
Julia Roberts,81,2005
Una Merkel,80,2005
William Wyler,80,2005
Eve Arden,80,2005
Anne Revere,80,2005
Ingrid Bergman,80,2005
Susan Hayward,80,2005
Gene Kelly,80,2005
Cloris Leachman,80,2005
George C. Scott,80,2005
Diane Keaton,80,2005
Brian Donlevy,79,2005
Ralph Richardson,79,2005
Glynis Johns,79,2005
Ellen Corby,79,2005
Anthony Perkins,79,2005
Teri Garr,79,2005
Danny Aiello,79,2005
John Travolta,79,2005
Stanley Tucci,79,2005
Robert Z. Leonard,78,2005
Gene Tierney,78,2005
Tom Tully,78,2005
King Vidor,77,2005
William A. Wellman,77,2005
Arthur O'Connell,77,2005
Robert Stack,77,2005
Gig Young,77,2005
Thelma Ritter,77,2005
Ed Begley,77,2005
Sylvester Stallone,77,2005
Sissy Spacek,77,2005
Jonathan Pryce,77,2005
Sam Shepard,77,2005
Michelle Pfeiffer,77,2005
Matt Damon,77,2005
Clarence Brown,76,2005
Hattie McDaniel,76,2005
Deborah Kerr,76,2005
Alec Guinness,76,2005
Lee Marvin,76,2005
Hope Lange,76,2005
Alan Bates,76,2005
Frank Borzage,75,2005
H. B. Warner,75,2005
Sara Allgood,75,2005
Merle Oberon,75,2005
Hume Cronyn,75,2005
Francis Ford Coppola,75,2005
Albert Finney,75,2005
David Paymer,75,2005
Ethel Barrymore,74,2005
Wallace Beery,74,2005
Dan Dailey,74,2005
Ian Bannen,74,2005
Peter O'Toole,74,2005
Warren Beatty,74,2005
Telly Savalas,74,2005
Hal Holbrook,74,2005
Basil Rathbone,73,2005
Alfred Hitchcock,73,2005
Claudette Colbert,73,2005
John Sturges,73,2005
Rock Hudson,73,2005
Carol Kane,73,2005
Tom Cruise,73,2005
Louise Fletcher,72,2005
Mary Steenburgen,72,2005
Billy Bob Thornton,72,2005
Yul Brynner,71,2005
Susannah York,71,2005
Burt Young,71,2005
Jodie Foster,71,2005
F. Murray Abraham,71,2005
Pete Postlethwaite,71,2005
Kevin Kline,71,2005
John Malkovich,71,2005
Don Cheadle,71,2005
Richard Barthelmess,70,2005
Lucile Watson,70,2005
Bonita Granville,70,2005
Leo Genn,70,2005
Robert Wise,70,2005
Omar Sharif,70,2005
John Cassavetes,70,2005
Barbara Hershey,70,2005
Joan Cusack,70,2005
Jennifer Jason Leigh,70,2005
Sam Wood,69,2005
Marjorie Rambeau,69,2005
Sylvia Sidney,69,2005
Mischa Auer,69,2005
Thomas Gomez,69,2005
Vincente Minnelli,69,2005
Jack Palance,69,2005
Martin Ritt,69,2005
Sally Kellerman,69,2005
Diane Ladd,69,2005
Sam Waterston,69,2005
Richard Dreyfuss,69,2005
Ben Kingsley,69,2005
Tommy Lee Jones,69,2005
Jessica Lange,69,2005
Sharon Stone,69,2005
Winona Ryder,69,2005
Aline MacMahon,68,2005
Don Ameche,68,2005
Michael Redgrave,68,2005
Hugh Griffith,68,2005
Richard Jaeckel,68,2005
Carroll Baker,68,2005
Robert Loggia,68,2005
Jane Fonda,68,2005
John Lithgow,68,2005
Melanie Griffith,68,2005
Forest Whitaker,68,2005
Johnny Depp,68,2005
Richard E. Grant,68,2005
Brad Pitt,68,2005
May Robson,67,2005
Norman Taurog,67,2005
Marlene Dietrich,67,2005
Henry Koster,67,2005
Margaret Sullavan,67,2005
Judith Anderson,67,2005
Geraldine Fitzgerald,67,2005
Edward Dmytryk,67,2005
Peter Finch,67,2005
Greer Garson,67,2005
Martha Hyer,67,2005
Brad Dourif,67,2005
Tom Berenger,67,2005
Warner Baxter,66,2005
Bill Murray,66,2005
William Gargan,66,2005
Jessica Tandy,66,2005
Ruth Hussey,66,2005
Frank Finlay,66,2005
Alan Alda,66,2005
Judi Dench,66,2005
Nicole Kidman,66,2005
Robert Vaughn,65,2005
Ann Sothern,65,2005
Fay Bainter,65,2005
Audrey Hepburn,65,2005
Roy Scheider,65,2005
Michael Douglas,65,2005
Bruce Davison,65,2005
Woody Harrelson,65,2005
Maurice Chevalier,64,2005
Rex Harrison,64,2005
Fred Zinnemann,64,2005
George Seaton,64,2005
Laurence Harvey,64,2005
Peter Fonda,64,2005
Helen Mirren,64,2005
Gérard Depardieu,64,2005
Matt Dillon,64,2005
Philip Seymour Hoffman,64,2005
Bessie Love,63,2005
Joseph Schildkraut,63,2005
Elia Kazan,63,2005
Red Buttons,63,2005
Terence Stamp,63,2005
Mel Gibson,63,2005
Greta Garbo,62,2005
Howard Hawks,62,2005
Fred Astaire,62,2005
Marcello Mastroianni,62,2005
William Bendix,62,2005
Geraldine Page,62,2005
Joanne Woodward,62,2005
Anjelica Huston,62,2005
Madeline Kahn,62,2005
Jennifer Tilly,62,2005
Patricia Arquette,62,2005
Gwyneth Paltrow,62,2005
Brian Aherne,61,2005
Mildred Dunnock,61,2005
Carolyn Jones,61,2005
Cliff Robertson,61,2005
Maximilian Schell,61,2005
Christian Bale,61,2005
George Clooney,61,2005
Sandra Bullock,61,2005
Victor Fleming,60,2005
Gale Sondergaard,60,2005
Dorothy McGuire,60,2005
Karen Black,60,2005
Mike Nichols,60,2005
Robert Forster,60,2005
Jude Law,60,2005
Stanley Holloway,59,2005
Anatole Litvak,59,2005
Cornel Wilde,59,2005
Richard Brooks,59,2005
Diane Lane,59,2005
Frances McDormand,59,2005
Helena Bonham Carter,59,2005
Uma Thurman,59,2005
Allison Janney,59,2005
Gladys George,58,2005
Edna May Oliver,58,2005
Ed Wynn,58,2005
Judy Garland,58,2005
Jean Negulesco,58,2005
Wendy Hiller,58,2005
Jennifer Jones,58,2005
Art Carney,58,2005
Anthony Quayle,58,2005
Russ Tamblyn,58,2005
Peter Sellers,58,2005
Norman Jewison,58,2005
James Cromwell,58,2005
Holly Hunter,58,2005
Miranda Richardson,58,2005
Chris Cooper,58,2005
Paulette Goddard,57,2005
Anouk Aimée,57,2005
Shirley Knight,57,2005
Lily Tomlin,57,2005
Juliette Lewis,57,2005
Cate Blanchett,57,2005
Marie Dressler,56,2005
Barry Fitzgerald,56,2005
Teresa Wright,56,2005
Eric Roberts,56,2005
Patricia Neal,56,2005
Sidney Poitier,56,2005
Maureen Stapleton,56,2005
Katharine Ross,56,2005
Peter Bogdanovich,56,2005
Oliver Stone,56,2005
Kim Basinger,56,2005
Denzel Washington,56,2005
John Garfield,55,2005
Arthur Hunnicutt,55,2005
Eva Marie Saint,55,2005
Lee Remick,55,2005
Sally Kirkland,55,2005
Olympia Dukakis,55,2005
Tom Hanks,55,2005
Jeremy Irons,55,2005
Viggo Mortensen,55,2005
Ralph Fiennes,55,2005
Kim Hunter,54,2005
Gena Rowlands,54,2005
Ron Howard,54,2005
Michael J. Pollard,54,2005
Laura Dern,54,2005
Laurence Fishburne,54,2005
Ronald Colman,53,2005
Herbert Ross,53,2005
Flora Robson,53,2005
Dan O'Herlihy,53,2005
Rita Moreno,53,2005
Theodore Bikel,53,2005
Arthur Hiller,53,2005
Sally Field,53,2005
Barry Levinson,53,2005
Alfre Woodard,53,2005
Charlize Theron,53,2005
Walter Lang,52,2005
Joseph L. Mankiewicz,52,2005
Miriam Hopkins,52,2005
Mildred Natwick,52,2005
Jack Kruschen,52,2005
Vincent Gardenia,52,2005
Sigourney Weaver,52,2005
Elizabeth McGovern,52,2005
Tim Roth,52,2005
Gary Sinise,52,2005
Helen Hayes,51,2005
John Farrow,51,2005
Jack Gilford,51,2005
Burl Ives,51,2005
Julie Andrews,51,2005
Leslie Caron,51,2005
Armin Mueller-Stahl,51,2005
Lynn Redgrave,51,2005
Goldie Hawn,51,2005
Nigel Hawthorne,51,2005
Michael Keaton,51,2005
Dianne Wiest,51,2005
Marisa Tomei,51,2005
Joan Allen,51,2005
Paul Giamatti,51,2005
Ernst Lubitsch,50,2005
Vittorio De Sica,50,2005
Lewis Milestone,50,2005
Ann Harding,50,2005
Gloria Stuart,50,2005
Martha Scott,50,2005
Dorothy Malone,50,2005
Jack Albertson,50,2005
Sal Mineo,50,2005
Candice Bergen,50,2005
Eileen Brennan,50,2005
Amy Irving,50,2005
Cuba Gooding Jr.,50,2005
Mary Pickford,49,2005
Lillian Gish,49,2005
Jean Arthur,49,2005
Juanita Moore,49,2005
Charles Walters,49,2005
Richard Todd,49,2005
Delbert Mann,49,2005
Timothy Hutton,49,2005
Valerie Perrine,49,2005
Frederic Forrest,49,2005
Albert Brooks,49,2005
Kenneth Branagh,49,2005
Leonardo DiCaprio,49,2005
Laura Linney,49,2005
Frank Lloyd,48,2005
Gloria Grahame,48,2005
Ann Blyth,48,2005
Montgomery Clift,48,2005
Piper Laurie,48,2005
J. Lee Thompson,48,2005
Joan Plowright,48,2005
Dyan Cannon,48,2005
Joe Pesci,48,2005
Daniel Day-Lewis,48,2005
Kevin Costner,48,2005
Chazz Palminteri,48,2005
Angela Bassett,48,2005
Marcia Gay Harden,48,2005
Alice Brady,47,2005
Chester Morris,47,2005
Helen Hunt,47,2005
Paul Muni,47,2005
Doris Day,47,2005
Giancarlo Giannini,47,2005
Ian McKellen,47,2005
John G. Avildsen,47,2005
Jane Alexander,47,2005
Kathleen Turner,47,2005
Catherine Keener,47,2005
Annette Bening,47,2005
Matthew McConaughey,47,2005
Charles Chaplin,46,2005
Frank Capra,46,2005
Monty Woolley,46,2005
Margaret Leighton,46,2005
Tuesday Weld,46,2005
William Friedkin,46,2005
Anne Archer,46,2005
Stephen Rea,46,2005
Colin Firth,46,2005
John Marley,45,2005
Ethan Hawke,45,2005
Adrien Brody,45,2005
Sam Rockwell,45,2005
Salma Hayek,45,2005
Mark Wahlberg,45,2005
Joaquin Phoenix,45,2005
Billy Wilder,44,2005
John Houseman,44,2005
Ruth Gordon,44,2005
Jan Sterling,44,2005
Talia Shire,44,2005
Linda Hunt,44,2005
Antonio Banderas,44,2005
Emma Thompson,44,2005
Irving Cummings,43,2005
Edward Norton,43,2005
Robert Siodmak,43,2005
Charlotte Rampling,43,2005
Sam Elliott,43,2005
Frank Langella,43,2005
Melinda Dillon,43,2005
Virginia Madsen,43,2005
Valentina Cortese,42,2005
Richard Farnsworth,42,2005
Rosemary Harris,42,2005
James Coco,42,2005
Susan Tyrrell,42,2005
Gary Busey,42,2005
Judy Davis,42,2005
Cathy Moriarty,42,2005
Tom Wilkinson,42,2005
Greg Kinnear,42,2005
Jared Leto,42,2005
Betty Compson,41,2005
Ethel Waters,41,2005
Vivien Leigh,41,2005
Cara Williams,41,2005
Celeste Holm,41,2005
Eileen Heckart,41,2005
James Ivory,41,2005
Paul Winfield,41,2005
Geoffrey Rush,41,2005
Steven Soderbergh,41,2005
Anna Paquin,41,2005
Patricia Clarkson,41,2005
Catherine Zeta-Jones,41,2005
Natalie Portman,41,2005
W. S. Van Dyke,40,2005
Clifton Webb,40,2005
Barbara O'Neil,40,2005
Jackie Gleason,40,2005
Nancy Olson,40,2005
John Schlesinger,40,2005
Shirley Jones,40,2005
Anthony Franciosa,40,2005
Robert Mulligan,40,2005
Stanley Kramer,40,2005
Lesley Ann Warren,40,2005
Kathleen Quinlan,40,2005
Kate Nelligan,40,2005
Jennifer Connelly,40,2005
Mercedes McCambridge,39,2005
Steve McQueen,39,2005
Paul Scofield,39,2005
Mark Rydell,39,2005
Sylvia Miles,39,2005
Bette Midler,39,2005
Peter Firth,39,2005
Lindsay Crouse,39,2005
Diana Scarwid,39,2005
Elisabeth Shue,39,2005
Laurie Metcalf,39,2005
Kristin Scott Thomas,39,2005
Naomi Watts,39,2005
Renée Zellweger,39,2005
Dame May Whitty,38,2005
Janet Gaynor,38,2005
Hermione Baddeley,38,2005
Carol Reed,38,2005
Ruby Dee,38,2005
Geneviève Bujold,38,2005
Michael O'Keefe,38,2005
Arthur Kennedy,37,2005
Alexander Hall,37,2005
Sandy Dennis,37,2005
Peter Yates,37,2005
Jill Clayburgh,37,2005
Michael V. Gazzo,37,2005
Jonathan Demme,37,2005
Lena Olin,37,2005
Mary Elizabeth Mastrantonio,37,2005
Rosie Perez,37,2005
Angelina Jolie,37,2005
Margaret Wycherly,36,2005
Jules Dassin,36,2005
Katy Jurado,36,2005
George Roy Hill,36,2005
Tom Courtenay,36,2005
Barbra Streisand,36,2005
Debra Winger,36,2005
Ridley Scott,36,2005
Mira Sorvino,36,2005
Mercedes Ruehl,36,2005
Lorraine Bracco,36,2005
Reese Witherspoon,36,2005
Penélope Cruz,36,2005
Kate Winslet,36,2005
George Burns,35,2005
Sydney Greenstreet,35,2005
Beatrice Straight,35,2005
Bobby Darin,35,2005
Samantha Eggar,35,2005
Cher,35,2005
Glenda Jackson,35,2005
Stephen Frears,35,2005
Halle Berry,35,2005
Erich von Stroheim,34,2005
Simone Signoret,34,2005
Alan J. Pakula,34,2005
Brenda Blethyn,34,2005
River Phoenix,34,2005
Wesley Ruggles,33,2005
Gregory La Cava,33,2005
Maria Ouspenskaya,33,2005
Liza Minnelli,33,2005
Gene Wilder,33,2005
Candy Clark,33,2005
Quentin Tarantino,33,2005
Minnie Driver,33,2005
Emily Watson,33,2005
Robert Donat,32,2005
Peggy Ashcroft,32,2005
Lila Kedrova,32,2005
Tony Richardson,32,2005
Roman Polanski,32,2005
Catherine Deneuve,32,2005
Beah Richards,32,2005
Brenda Vaccaro,32,2005
Linda Blair,32,2005
Geena Davis,32,2005
Eddie Murphy,32,2005
Russell Crowe,32,2005
Queen Latifah,32,2005
Chiwetel Ejiofor,32,2005
Leo McCarey,31,2005
Dorothy Dandridge,31,2005
James Stephenson,31,2005
David Lean,31,2005
Kay Medford,31,2005
Estelle Parsons,31,2005
David Lynch,31,2005
Ryan O'Neal,31,2005
Chris Sarandon,31,2005
Mary McDonnell,31,2005
Djimon Hounsou,31,2005
Toni Collette,31,2005
Richard Dix,30,2005
Oskar Werner,30,2005
Betsy Blair,30,2005
Ron Moody,30,2005
Ken Russell,30,2005
Judd Hirsch,30,2005
Jake Gyllenhaal,30,2005
Clive Owen,30,2005
Will Smith,30,2005
Maggie Gyllenhaal,30,2005
Scarlett Johansson,30,2005
Louise Dresser,29,2005
Barbara Bel Geddes,29,2005
Hope Emerson,29,2005
Marisa Pavan,29,2005
Dudley Moore,29,2005
John Boorman,29,2005
Tess Harper,29,2005
Josh Brolin,29,2005
Haley Joel Osment,29,2005
Mark Ruffalo,29,2005
Octavia Spencer,29,2005
Joshua Logan,28,2005
Sarah Miles,28,2005
Arthur Penn,28,2005
Imelda Staunton,28,2005
June Squibb,28,2005
Vera Farmiga,28,2005
Gloria Swanson,27,2005
Victor Schertzinger,27,2005
Ruth Chatterton,27,2005
Margaret Rutherford,27,2005
Robert Benton,27,2005
Franco Zeffirelli,27,2005
Frank Perry,27,2005
Jo Van Fleet,27,2005
Liv Ullmann,27,2005
Marsha Mason,27,2005
Lasse Hallström,27,2005
Mariel Hemingway,27,2005
Spike Lee,27,2005
Rachel Weisz,27,2005
Casey Affleck,27,2005
Keira Knightley,27,2005
Harry Beaumont,26,2005
Grace Kelly,26,2005
Melina Mercouri,26,2005
Janet Suzman,26,2005
Bruce Beresford,26,2005
Brenda Fricker,26,2005
Meg Tilly,26,2005
Andy Garcia,26,2005
Terrence Howard,26,2005
Chloë Sevigny,26,2005
Lee Strasberg,25,2005
Jean Hagen,25,2005
Diane Cilento,25,2005
George Chakiris,25,2005
Joe Mantell,25,2005
Franklin J. Schaffner,25,2005
Alan Parker,25,2005
Anthony Minghella,25,2005
Christine Lahti,25,2005
Neil Jordan,25,2005
Tilda Swinton,25,2005
Regina King,25,2005
Michael Clarke Duncan,25,2005
Patricia Collinge,24,2005
James Dean,24,2005
Patty Duke,24,2005
Cicely Tyson,24,2005
Penelope Milford,24,2005
Isabelle Huppert,24,2005
Isabelle Adjani,24,2005
Edward James Olmos,24,2005
Juliette Binoche,24,2005
Amy Madigan,24,2005
Ang Lee,24,2005
Hilary Swank,24,2005
Jamie Foxx,24,2005
Kate Hudson,24,2005
Oscar Homolka,23,2005
Carrie Snodgress,23,2005
Hal Ashby,23,2005
Robert Zemeckis,23,2005
Michael Shannon,23,2005
Michel Hazanavicius,23,2005
Sessue Hayakawa,22,2005
Peggy Wood,22,2005
Nancy Kelly,22,2005
Nancy Carroll,22,2005
Lee Tracy,22,2005
Diahann Carroll,22,2005
Michael Mann,22,2005
Mary Tyler Moore,22,2005
George Lucas,22,2005
Costa-Gavras,22,2005
Joan Hackett,22,2005
Ronee Blakley,22,2005
James Cameron,22,2005
Sofia Coppola,22,2005
Gus Van Sant,22,2005
Heath Ledger,22,2005
Viola Davis,22,2005
Anne Hathaway,22,2005
William Wellman,21,2005
Diana Wynyard,21,2005
Robert Rossen,21,2005
Stanley Kubrick,21,2005
Joel Grey,21,2005
Lilia Skala,21,2005
Diane Varsi,21,2005
Victor Buono,21,2005
Klaus Maria Brandauer,21,2005
Wolfgang Petersen,21,2005
Tom Hulce,21,2005
Julie Walters,21,2005
Thomas Haden Church,21,2005
Peter Weir,20,2005
Adrian Lyne,20,2005
Roberto Benigni,20,2005
Taylor Hackford,20,2005
Milos Forman,20,2005
Alfred Lunt,19,2005
Anna Magnani,19,2005
Peter Glenville,19,2005
Anthony Harvey,19,2005
John Dall,19,2005
Louis Malle,19,2005
"Louis Gossett, Jr.",19,2005
Curtis Hanson,19,2005
Felicity Huffman,19,2005
David O. Russell,19,2005
Herbert Brenon,18,2005
Jack Clayton,18,2005
Katina Paxinou,18,2005
Bob Fosse,18,2005
Barbet Schroeder,18,2005
Martin Brest,18,2005
Mike Figgis,18,2005
Janet McTeer,18,2005
Lynn Fontanne,17,2005
Leslie Howard,17,2005
Larry Parks,17,2005
Susan Peters,17,2005
Joan Lorring,17,2005
Charles Crichton,17,2005
Federico Fellini,17,2005
Elizabeth Hartman,17,2005
Vivien Merchant,17,2005
Sondra Locke,17,2005
Tatum O'Neal,17,2005
Mare Winningham,17,2005
Jim Sheridan,17,2005
John Singleton,17,2005
Steve Carell,17,2005
Melissa McCarthy,17,2005
Jack Cardiff,16,2005
Jean Renoir,16,2005
Kim Stanley,16,2005
Margaret Avery,16,2005
Jackie Earle Haley,16,2005
Tom Conti,16,2005
James L. Brooks,16,2005
Roland Joffé,16,2005
Bryan Cranston,16,2005
Spike Jonze,16,2005
David Fincher,16,2005
Rachel Griffiths,16,2005
Andrea Leeds,15,2005
Jeff Chandler,15,2005
Lynn Carlin,15,2005
Terrence Malick,15,2005
Chief Dan George,15,2005
Anne Ramsey,15,2005
James Franco,15,2005
Luise Rainer,14,2005
Maggie McNamara,14,2005
Michael Cacoyannis,14,2005
Susan Kohner,14,2005
Claude Lelouch,14,2005
Barbara Barrie,14,2005
Michael Cimino,14,2005
Oprah Winfrey,14,2005
Richard Linklater,14,2005
Paul Thomas Anderson,14,2005
Samantha Morton,14,2005
J.K. Simmons,14,2005
Ryan Gosling,14,2005
Celia Johnson,13,2005
François Truffaut,13,2005
Bernardo Bertolucci,13,2005
Leonard Frey,13,2005
Jeannie Berlin,13,2005
Jane Campion,13,2005
M. Night Shyamalan,13,2005
Marianne Jean-Baptiste,13,2005
Amy Ryan,13,2005
Corinne Griffith,12,2005
Joyce Redman,12,2005
Michelangelo Antonioni,12,2005
Melissa Leo,12,2005
Javier Bardem,12,2005
Hugh Jackman,12,2005
Alejandro González Iñárritu,12,2005
Emil Jannings,11,2005
George Arliss,11,2005
Judy Holliday,11,2005
Carol Channing,11,2005
Marie-Christine Barrault,11,2005
Justin Henry,11,2005
Hugh Hudson,11,2005
Jeremy Renner,11,2005
Sam Mendes,11,2005
Elisabeth Bergner,10,2005
Michael Chekhov,10,2005
Josephine Hull,10,2005
Eva Le Gallienne,10,2005
Patty McCormack,10,2005
Mary Badham,10,2005
Pauline Collins,10,2005
Michael Radford,10,2005
Catherine Burns,10,2005
Scott Hicks,10,2005
Peter Jackson,10,2005
Lesley Manville,10,2005
Kathryn Bigelow,10,2005
Haing S. Ngor,10,2005
Joel Coen,10,2005
Marlee Matlin,10,2005
Atom Egoyan,10,2005
Sophie Okonedo,10,2005
Christopher Nolan,10,2005
Abigail Breslin,10,2005
Rachel McAdams,10,2005
George Bancroft,9,2005
Miyoshi Umeki,9,2005
Rupert Crosse,9,2005
Mike Leigh,9,2005
Mikhail Baryshnikov,9,2005
Adolph Caesar,9,2005
Ken Watanabe,9,2005
Alfonso Cuarón,9,2005
Julian Schnabel,9,2005
Stephen Daldry,9,2005
Amy Adams,9,2005
Jonah Hill,9,2005
Grace Moore,8,2005
Lotte Lenya,8,2005
Peggy Lee,8,2005
Shirley Booth,8,2005
Mary Ure,8,2005
Richard Castellano,8,2005
Benicio Del Toro,8,2005
Wes Anderson,8,2005
Taraji P. Henson,8,2005
Mo'Nique,8,2005
Jesse Eisenberg,8,2005
Pietro Germi,7,2005
Ingmar Bergman,7,2005
Gillo Pontecorvo,7,2005
Emmanuelle Riva,7,2005
Jack Wild,7,2005
Ali MacGraw,7,2005
Leslie Browne,7,2005
Francis Coppola,7,2005
Alexander Payne,7,2005
Lawrence Tibbett,6,2005
Lina Wertmüller,6,2005
Jaye Davidson,6,2005
Danny Boyle,6,2005
Naomie Harris,6,2005
Harold Russell,5,2005
Peggy Cass,5,2005
Jerome Robbins,5,2005
Jan Troell,5,2005
Christoph Waltz,5,2005
Pedro Almodóvar,5,2005
Massimo Troisi,5,2005
Guillermo del Toro,5,2005
Paul Greengrass,5,2005
Paul Haggis,5,2005
Darren Aronofsky,5,2005
Kenneth Lonergan,5,2005
Rosamund Pike,5,2005
Rob Marshall,5,2005
Sally Hawkins,5,2005
Robert Shaw,4,2005
Diana Ross,4,2005
Dexter Gordon,4,2005
Demián Bichir,4,2005
Marion Cotillard,4,2005
Bennett Miller,4,2005
Shohreh Aghdashloo,4,2005
Tom Hardy,4,2005
Adam McKay,4,2005
Amanda Seyfried,4,2005
Carey Mulligan,4,2005
George Miller,3,2005
Jeanne Eagels,3,2005
Colette Marchand,3,2005
Norma Aleandro,3,2005
Jacki Weaver,3,2005
Jason Reitman,3,2005
Thomas Mitchell,3,2005
Todd Phillips,3,2005
Fernando Meirelles,3,2005
Brie Larson,3,2005
Lee Daniels,3,2005
Ruth Negga,3,2005
Ted Wilde,2,2005
Miliza Korjus,2,2005
Albert Basserman,2,2005
Robert Stevenson,2,2005
Brandon De Wilde,2,2005
Grayson Hall,2,2005
Krzysztof Kieślowski,2,2005
Michael Haneke,2,2005
Mark Rylance,2,2005
Thomas Vinterberg,2,2005
John Madden,2,2005
Bradley Cooper,2,2005
Tom Hooper,2,2005
Anne Shirley,1,2005
Akira Kurosawa,1,2005
Dame Edith Evans,1,2005
Chris Noonan,1,2005
Quinn Cummings,1,2005
"Noriyuki ""Pat"" Morita",1,2005
Graham Greene,1,2005
Peter Cattaneo,1,2005
Adriana Barraza,1,2005
Bérénice Bejo,1,2005
Tony Gilroy,1,2005
Benedict Cumberbatch,1,2005
Sidney Franklin,0,2005
Nick Adams,0,2005
Robert Montgomery,0,2005
Ida Kamińska,0,2005
Michael Anderson,0,2005
Ben Johnson,0,2005
Edouard Molinaro,0,2005
Hiroshi Teshigahara,0,2005
Fernanda Montenegro,0,2005
Dev Patel,0,2005
Paul Raci,0,2005
Denis Villeneuve,0,2005
Sacha Baron Cohen,0,2005
Bong Joon-ho,0,2005
Yorgos Lanthimos,0,2005
Keisha Castle-Hughes,0,2005
Anna Kendrick,0,2005
Jean Dujardin,0,2005
Morten Tyldum,0,2005
Mahershala Ali,0,2005
Catalina Sandino Moreno,0,2005
Pawel Pawlikowski,0,2005
Mary J. Blige,0,2005
Olivia Colman,0,2005
Lenny Abrahamson,0,2005
Rinko Kikuchi,0,2005
Rooney Mara,0,2005
John Wayne,180,2006
Gary Cooper,175,2006
Henry Fonda,171,2006
Gene Hackman,160,2006
Burgess Meredith,159,2006
Clark Gable,158,2006
Kirk Douglas,158,2006
Paul Newman,157,2006
Michael Caine,156,2006
William Holden,155,2006
Anthony Quinn,155,2006
Robert Mitchum,154,2006
Burt Lancaster,153,2006
Walter Brennan,150,2006
James Stewart,150,2006
Shelley Winters,150,2006
Akim Tamiroff,146,2006
Cary Grant,145,2006
Spencer Tracy,143,2006
Robert Duvall,142,2006
David Niven,140,2006
James Mason,140,2006
Robert De Niro,139,2006
Dennis Hopper,138,2006
Eddie Albert,137,2006
Ernest Borgnine,136,2006
Fredric March,134,2006
William Demarest,133,2006
Frank Morgan,132,2006
Jane Darwell,131,2006
Mary Astor,131,2006
Gene Lockhart,131,2006
Humphrey Bogart,131,2006
Cecil Kellaway,130,2006
Gregory Peck,130,2006
Walter Pidgeon,129,2006
Adolphe Menjou,128,2006
Mickey Rooney,128,2006
Jason Robards,128,2006
Lewis Stone,127,2006
Charlton Heston,127,2006
Martin Balsam,127,2006
Orson Welles,126,2006
Dean Stockwell,126,2006
