name,degree,year
William Dieterle,4,1927
Roland Young,4,1927
Alfred Hitchcock,4,1927
Edna May Oliver,4,1927
Nancy Kelly,4,1927
Walter Pidgeon,4,1927
Jane Darwell,3,1927
May Robson,3,1927
George Arliss,3,1927
Fredric March,3,1927
John Wayne,3,1927
Harry Beaumont,2,1927
Michael Curtiz,2,1927
Jeanne Eagels,2,1927
Loretta Young,2,1927
Billie Burke,2,1927
Chester Morris,2,1927
William A. Wellman,2,1927
Jean Arthur,2,1927
George Bancroft,2,1927
Marlene Dietrich,2,1927
Alfred Lunt,2,1927
Jack Oakie,2,1927
Gregory La Cava,2,1927
Greta Garbo,2,1927
Lynn Fontanne,2,1927
Howard Hawks,2,1927
Sylvia Sidney,2,1927
Barbara Stanwyck,2,1927
Ann Sothern,2,1927
Marie Dressler,1,1927
Robert Vaughn,1,1927
Edmund Gwenn,1,1927
Gladys Cooper,1,1927
William Holden,1,1927
Basil Rathbone,1,1927
Edward Norton,1,1927
Frank Capra,1,1927
Jack Cardiff,1,1927
Elisabeth Bergner,1,1927
Ted Wilde,1,1927
Walter Lang,1,1927
J. Carrol Naish,1,1927
Brian Donlevy,1,1927
Robert Ryan,1,1927
Claudette Colbert,1,1927
William Demarest,1,1927
Helen Hayes,0,1927
George Miller,0,1927
Vittorio De Sica,0,1927
Elizabeth Taylor,0,1927
Sara Allgood,0,1927
Arthur Kennedy,0,1927
Sidney Franklin,0,1927
Gladys George,0,1927
Peggy Wood,0,1927
Charles Boyer,0,1927
Norman Taurog,0,1927
Claude Rains,0,1927
Dame May Whitty,0,1927
Louis Calhern,0,1927
Stanley Holloway,0,1927
Leo McCarey,0,1927
Paul Lukas,0,1927
Gene Lockhart,0,1927
James Gleason,0,1927
Una Merkel,0,1927
William Wellman,0,1927
John Gielgud,0,1927
Brian Aherne,0,1927
Walter Brennan,0,1927
Jean Renoir,0,1927
Bill Murray,0,1927
William Wyler,0,1927
Michael Chekhov,0,1927
Mickey Rooney,0,1927
Elsa Lanchester,0,1927
Ed Wynn,0,1927
Hermione Baddeley,0,1927
Nancy Carroll,0,1927
Bessie Love,20,1928
Cecil B. DeMille,19,1928
Mary Astor,19,1928
Adolphe Menjou,18,1928
Irving Cummings,17,1928
Gloria Swanson,17,1928
Wallace Beery,17,1928
Betty Compson,17,1928
Donald Crisp,16,1928
Lionel Barrymore,16,1928
Herbert Brenon,16,1928
Frank Lloyd,16,1928
Mary Pickford,15,1928
Lillian Gish,15,1928
Richard Barthelmess,15,1928
Lewis Stone,15,1928
William Powell,15,1928
Warner Baxter,14,1928
King Vidor,13,1928
Frank Borzage,13,1928
Charles Chaplin,13,1928
Sam Wood,13,1928
Clarence Brown,13,1928
Victor Fleming,13,1928
Victor McLaglen,13,1928
Louise Dresser,13,1928
Carole Lombard,12,1928
Joan Crawford,12,1928
Gary Cooper,11,1928
Erich von Stroheim,9,1928
Ernst Lubitsch,9,1928
Corinne Griffith,9,1928
Ronald Colman,9,1928
Norma Shearer,9,1928
Richard Dix,9,1928
Robert Z. Leonard,8,1928
Emil Jannings,8,1928
Clark Gable,8,1928
John Ford,7,1928
Ethel Barrymore,7,1928
Alice Brady,7,1928
Joseph Schildkraut,7,1928
Mervyn LeRoy,7,1928
Lewis Milestone,7,1928
Sessue Hayakawa,6,1928
Janet Gaynor,6,1928
Wesley Ruggles,5,1928
W. S. Van Dyke,5,1928
Frank Morgan,5,1928
Victor Schertzinger,5,1928
Jean Arthur,5,1928
John Wayne,5,1928
Howard Hawks,5,1928
H. B. Warner,4,1928
George Stevens,4,1928
May Robson,4,1928
Marjorie Rambeau,4,1928
Clifton Webb,4,1928
William Dieterle,4,1928
Roland Young,4,1928
Alfred Hitchcock,4,1928
Jack Oakie,4,1928
Edna May Oliver,4,1928
Gregory La Cava,4,1928
Nancy Kelly,4,1928
Walter Pidgeon,4,1928
Nancy Carroll,4,1928
Harry Beaumont,3,1928
Jane Darwell,3,1928
Loretta Young,3,1928
William A. Wellman,3,1928
George Arliss,3,1928
Fredric March,3,1928
Paul Lukas,3,1928
Greta Garbo,3,1928
William Demarest,3,1928
Michael Curtiz,2,1928
Marie Dressler,2,1928
Jeanne Eagels,2,1928
Billie Burke,2,1928
Chester Morris,2,1928
Frank Capra,2,1928
George Bancroft,2,1928
Marlene Dietrich,2,1928
Alfred Lunt,2,1928
Lynn Fontanne,2,1928
Sylvia Sidney,2,1928
Barbara Stanwyck,2,1928
Ann Sothern,2,1928
Ruth Chatterton,2,1928
Helen Hayes,1,1928
Robert Vaughn,1,1928
Edmund Gwenn,1,1928
Gladys Cooper,1,1928
William Holden,1,1928
Basil Rathbone,1,1928
Edward Norton,1,1928
Jack Cardiff,1,1928
Elisabeth Bergner,1,1928
Ted Wilde,1,1928
Walter Lang,1,1928
J. Carrol Naish,1,1928
Brian Donlevy,1,1928
Robert Ryan,1,1928
William Wyler,1,1928
Claudette Colbert,1,1928
Humphrey Bogart,1,1928
Stuart Erwin,1,1928
George Miller,0,1928
Vittorio De Sica,0,1928
Elizabeth Taylor,0,1928
Sara Allgood,0,1928
Arthur Kennedy,0,1928
Sidney Franklin,0,1928
Gladys George,0,1928
Peggy Wood,0,1928
Charles Boyer,0,1928
Norman Taurog,0,1928
Claude Rains,0,1928
Dame May Whitty,0,1928
Louis Calhern,0,1928
Stanley Holloway,0,1928
Leo McCarey,0,1928
Gene Lockhart,0,1928
James Gleason,0,1928
Una Merkel,0,1928
William Wellman,0,1928
John Gielgud,0,1928
Brian Aherne,0,1928
Walter Brennan,0,1928
Jean Renoir,0,1928
Bill Murray,0,1928
Michael Chekhov,0,1928
Mickey Rooney,0,1928
Elsa Lanchester,0,1928
Ed Wynn,0,1928
Hermione Baddeley,0,1928
Mischa Auer,0,1928
Helen Hunt,0,1928
Anna Magnani,0,1928
Bessie Love,22,1929
Betty Compson,21,1929
Mary Astor,21,1929
Cecil B. DeMille,20,1929
Lewis Stone,20,1929
Lionel Barrymore,19,1929
Frank Lloyd,19,1929
Wallace Beery,19,1929
Adolphe Menjou,19,1929
Irving Cummings,18,1929
Richard Barthelmess,18,1929
Donald Crisp,17,1929
Gloria Swanson,17,1929
William Powell,17,1929
Herbert Brenon,16,1929
Warner Baxter,16,1929
Victor McLaglen,16,1929
Mary Pickford,15,1929
Lillian Gish,15,1929
Victor Fleming,15,1929
Gary Cooper,15,1929
Clarence Brown,14,1929
Louise Dresser,14,1929
King Vidor,13,1929
Frank Borzage,13,1929
Charles Chaplin,13,1929
Sam Wood,13,1929
Carole Lombard,13,1929
Corinne Griffith,12,1929
Norma Shearer,12,1929
Joan Crawford,12,1929
H. B. Warner,11,1929
Ronald Colman,11,1929
Erich von Stroheim,10,1929
Ernst Lubitsch,10,1929
Emil Jannings,10,1929
Richard Dix,10,1929
Jack Oakie,10,1929
Jean Arthur,9,1929
Lewis Milestone,9,1929
Ruth Chatterton,9,1929
Stuart Erwin,9,1929
Robert Z. Leonard,8,1929
John Ford,8,1929
Clark Gable,8,1929
Janet Gaynor,8,1929
Ethel Barrymore,7,1929
Wesley Ruggles,7,1929
Alice Brady,7,1929
Loretta Young,7,1929
Victor Schertzinger,7,1929
Joseph Schildkraut,7,1929
Fredric March,7,1929
Roland Young,7,1929
Mervyn LeRoy,7,1929
John Wayne,7,1929
Sessue Hayakawa,6,1929
William A. Wellman,6,1929
Gregory La Cava,6,1929
Howard Hawks,6,1929
Nancy Carroll,6,1929
Harry Beaumont,5,1929
Marie Dressler,5,1929
W. S. Van Dyke,5,1929
Frank Morgan,5,1929
Chester Morris,5,1929
Alfred Hitchcock,5,1929
Edna May Oliver,5,1929
Walter Pidgeon,5,1929
George Stevens,4,1929
May Robson,4,1929
Marjorie Rambeau,4,1929
Clifton Webb,4,1929
William Dieterle,4,1929
Paul Lukas,4,1929
Greta Garbo,4,1929
Nancy Kelly,4,1929
William Wyler,4,1929
Sylvia Sidney,4,1929
Walter Huston,4,1929
Michael Curtiz,3,1929
Jane Darwell,3,1929
Jeanne Eagels,3,1929
Basil Rathbone,3,1929
George Arliss,3,1929
James Gleason,3,1929
Robert Ryan,3,1929
William Demarest,3,1929
Ann Harding,3,1929
Billie Burke,2,1929
Peggy Wood,2,1929
Frank Capra,2,1929
George Bancroft,2,1929
Marlene Dietrich,2,1929
Alfred Lunt,2,1929
Lynn Fontanne,2,1929
Brian Donlevy,2,1929
Claudette Colbert,2,1929
Barbara Stanwyck,2,1929
Ann Sothern,2,1929
Joseph L. Mankiewicz,2,1929
Helen Hayes,1,1929
Robert Vaughn,1,1929
Edmund Gwenn,1,1929
Gladys Cooper,1,1929
Sara Allgood,1,1929
Norman Taurog,1,1929
William Holden,1,1929
Edward Norton,1,1929
Jack Cardiff,1,1929
Elisabeth Bergner,1,1929
Ted Wilde,1,1929
Walter Lang,1,1929
Walter Brennan,1,1929
J. Carrol Naish,1,1929
Humphrey Bogart,1,1929
Mischa Auer,1,1929
Maurice Chevalier,1,1929
Charles Laughton,1,1929
Ray Milland,1,1929
Ethel Waters,1,1929
Charles Bickford,1,1929
John Huston,1,1929
Lew Ayres,1,1929
Dean Jagger,1,1929
William Gargan,1,1929
George Miller,0,1929
Vittorio De Sica,0,1929
Elizabeth Taylor,0,1929
Arthur Kennedy,0,1929
Sidney Franklin,0,1929
Gladys George,0,1929
Charles Boyer,0,1929
Claude Rains,0,1929
Dame May Whitty,0,1929
Louis Calhern,0,1929
Stanley Holloway,0,1929
Leo McCarey,0,1929
Gene Lockhart,0,1929
Una Merkel,0,1929
William Wellman,0,1929
John Gielgud,0,1929
Brian Aherne,0,1929
Jean Renoir,0,1929
Bill Murray,0,1929
Michael Chekhov,0,1929
Mickey Rooney,0,1929
Elsa Lanchester,0,1929
Ed Wynn,0,1929
Hermione Baddeley,0,1929
Helen Hunt,0,1929
Anna Magnani,0,1929
Paulette Goddard,0,1929
Paul Muni,0,1929
Raymond Massey,0,1929
Lee Tracy,0,1929
Margaret Wycherly,0,1929
Jackie Cooper,0,1929
Carol Reed,0,1929
Eve Arden,0,1929
Jack Clayton,0,1929
Betty Compson,25,1930
Bessie Love,25,1930
Wallace Beery,24,1930
Lewis Stone,24,1930
Mary Astor,23,1930
William Powell,23,1930
Lionel Barrymore,22,1930
Cecil B. DeMille,22,1930
Adolphe Menjou,22,1930
Gary Cooper,22,1930
Irving Cummings,20,1930
Frank Lloyd,19,1930
Richard Barthelmess,19,1930
Donald Crisp,18,1930
Victor McLaglen,18,1930
Herbert Brenon,17,1930
Gloria Swanson,17,1930
Warner Baxter,17,1930
Carole Lombard,17,1930
Lillian Gish,16,1930
Sam Wood,16,1930
Clarence Brown,16,1930
Victor Fleming,16,1930
Fredric March,16,1930
Jean Arthur,16,1930
Jack Oakie,16,1930
Mary Pickford,15,1930
Frank Borzage,15,1930
Marie Dressler,15,1930
H. B. Warner,15,1930
Louise Dresser,15,1930
Stuart Erwin,15,1930
King Vidor,14,1930
Norma Shearer,14,1930
Charles Chaplin,13,1930
Chester Morris,13,1930
Joan Crawford,13,1930
John Ford,12,1930
Corinne Griffith,12,1930
Nancy Carroll,12,1930
Loretta Young,11,1930
Ronald Colman,11,1930
Ruth Chatterton,11,1930
Robert Z. Leonard,10,1930
Erich von Stroheim,10,1930
Ernst Lubitsch,10,1930
Wesley Ruggles,10,1930
Emil Jannings,10,1930
William A. Wellman,10,1930
Richard Dix,10,1930
Paul Lukas,10,1930
Mervyn LeRoy,10,1930
Lewis Milestone,10,1930
Charles Bickford,10,1930
Frank Morgan,9,1930
Maurice Chevalier,9,1930
Victor Schertzinger,8,1930
Joseph Schildkraut,8,1930
Roland Young,8,1930
Clark Gable,8,1930
Janet Gaynor,8,1930
John Wayne,8,1930
Ethel Barrymore,7,1930
Alice Brady,7,1930
Marjorie Rambeau,7,1930
Howard Hawks,7,1930
Walter Pidgeon,7,1930
Sessue Hayakawa,6,1930
Gregory La Cava,6,1930
Greta Garbo,6,1930
Claudette Colbert,6,1930
Walter Huston,6,1930
Ginger Rogers,6,1930
Harry Beaumont,5,1930
Michael Curtiz,5,1930
W. S. Van Dyke,5,1930
Basil Rathbone,5,1930
James Gleason,5,1930
Alfred Hitchcock,5,1930
Edna May Oliver,5,1930
William Wyler,5,1930
Humphrey Bogart,5,1930
Lee Tracy,5,1930
George Stevens,4,1930
May Robson,4,1930
Clifton Webb,4,1930
William Dieterle,4,1930
Marlene Dietrich,4,1930
Nancy Kelly,4,1930
Sylvia Sidney,4,1930
Mischa Auer,4,1930
Ann Harding,4,1930
Lew Ayres,4,1930
George Cukor,4,1930
Jane Darwell,3,1930
Jeanne Eagels,3,1930
Norman Taurog,3,1930
George Arliss,3,1930
Frank Capra,3,1930
Robert Ryan,3,1930
Barbara Stanwyck,3,1930
William Demarest,3,1930
Ed Wynn,3,1930
Ray Milland,3,1930
William Gargan,3,1930
Billie Burke,2,1930
Peggy Wood,2,1930
Leo McCarey,2,1930
George Bancroft,2,1930
Una Merkel,2,1930
Alfred Lunt,2,1930
Lynn Fontanne,2,1930
Ted Wilde,2,1930
Walter Lang,2,1930
Walter Brennan,2,1930
J. Carrol Naish,2,1930
Brian Donlevy,2,1930
Ann Sothern,2,1930
Joseph L. Mankiewicz,2,1930
Lucile Watson,2,1930
Spencer Tracy,2,1930
Joan Blondell,2,1930
Miriam Hopkins,2,1930
James Cagney,2,1930
Helen Hayes,1,1930
Robert Vaughn,1,1930
Edmund Gwenn,1,1930
Gladys Cooper,1,1930
Sara Allgood,1,1930
William Holden,1,1930
Edward Norton,1,1930
Jack Cardiff,1,1930
Elisabeth Bergner,1,1930
Charles Laughton,1,1930
Ethel Waters,1,1930
John Huston,1,1930
Dean Jagger,1,1930
Grace Moore,1,1930
George Miller,0,1930
Vittorio De Sica,0,1930
Elizabeth Taylor,0,1930
Arthur Kennedy,0,1930
Sidney Franklin,0,1930
Gladys George,0,1930
Charles Boyer,0,1930
Claude Rains,0,1930
Dame May Whitty,0,1930
Louis Calhern,0,1930
Stanley Holloway,0,1930
Gene Lockhart,0,1930
William Wellman,0,1930
John Gielgud,0,1930
Brian Aherne,0,1930
Jean Renoir,0,1930
Bill Murray,0,1930
Michael Chekhov,0,1930
Mickey Rooney,0,1930
Elsa Lanchester,0,1930
Hermione Baddeley,0,1930
Helen Hunt,0,1930
Anna Magnani,0,1930
Paulette Goddard,0,1930
Paul Muni,0,1930
Raymond Massey,0,1930
Margaret Wycherly,0,1930
Jackie Cooper,0,1930
Carol Reed,0,1930
Eve Arden,0,1930
Jack Clayton,0,1930
Bing Crosby,0,1930
Rex Harrison,0,1930
Robert Siodmak,0,1930
Laurence Olivier,0,1930
Judy Garland,0,1930
Nick Adams,0,1930
Merle Oberon,0,1930
Irene Dunne,0,1930
Anatole Litvak,0,1930
Wallace Beery,37,1931
Warner Baxter,34,1931
Gary Cooper,34,1931
Richard Barthelmess,32,1931
Norma Shearer,32,1931
Victor McLaglen,32,1931
Lewis Stone,31,1931
Lionel Barrymore,29,1931
Stuart Erwin,28,1931
Mary Astor,27,1931
Betty Compson,26,1931
Adolphe Menjou,26,1931
Bessie Love,25,1931
William Powell,25,1931
Joan Crawford,25,1931
Loretta Young,24,1931
Clark Gable,24,1931
Jack Oakie,23,1931
Cecil B. DeMille,22,1931
Irving Cummings,20,1931
Frank Lloyd,20,1931
Clarence Brown,20,1931
Gloria Swanson,19,1931
Carole Lombard,19,1931
Barbara Stanwyck,19,1931
Maurice Chevalier,19,1931
Donald Crisp,18,1931
Marjorie Rambeau,18,1931
Fredric March,18,1931
Herbert Brenon,17,1931
King Vidor,17,1931
Sam Wood,17,1931
Jean Arthur,17,1931
Irene Dunne,17,1931
Lillian Gish,16,1931
Frank Borzage,16,1931
H. B. Warner,16,1931
Victor Fleming,16,1931
William A. Wellman,16,1931
Mary Pickford,15,1931
Marie Dressler,15,1931
Roland Young,15,1931
Louise Dresser,15,1931
Robert Z. Leonard,14,1931
John Ford,14,1931
Ronald Colman,14,1931
Ruth Chatterton,14,1931
Charles Chaplin,13,1931
Wesley Ruggles,13,1931
Chester Morris,13,1931
Nancy Carroll,13,1931
Ernst Lubitsch,12,1931
Corinne Griffith,12,1931
Richard Dix,12,1931
Paul Lukas,12,1931
Mervyn LeRoy,12,1931
Charles Bickford,12,1931
James Gleason,11,1931
Janet Gaynor,11,1931
Joan Blondell,11,1931
Harry Beaumont,10,1931
Erich von Stroheim,10,1931
Emil Jannings,10,1931
Lewis Milestone,10,1931
Mischa Auer,10,1931
Walter Huston,10,1931
Ralph Bellamy,10,1931
Frank Morgan,9,1931
Victor Schertzinger,9,1931
Una Merkel,9,1931
Greta Garbo,9,1931
Claudette Colbert,9,1931
Sylvia Sidney,9,1931
Ray Milland,9,1931
Joseph Schildkraut,8,1931
Alfred Hitchcock,8,1931
Edna May Oliver,8,1931
John Wayne,8,1931
Howard Hawks,8,1931
Ginger Rogers,8,1931
Michael Curtiz,7,1931
Ethel Barrymore,7,1931
Alice Brady,7,1931
W. S. Van Dyke,7,1931
Gregory La Cava,7,1931
Walter Pidgeon,7,1931
James Cagney,7,1931
Sessue Hayakawa,6,1931
Norman Taurog,6,1931
William Dieterle,6,1931
J. Carrol Naish,6,1931
William Wyler,6,1931
Humphrey Bogart,6,1931
Miriam Hopkins,6,1931
Jane Darwell,5,1931
Louis Calhern,5,1931
Basil Rathbone,5,1931
George Bancroft,5,1931
Marlene Dietrich,5,1931
Ann Harding,5,1931
Lee Tracy,5,1931
Laurence Olivier,5,1931
Helen Hayes,4,1931
George Stevens,4,1931
May Robson,4,1931
Edmund Gwenn,4,1931
Clifton Webb,4,1931
George Arliss,4,1931
Nancy Kelly,4,1931
Lew Ayres,4,1931
George Cukor,4,1931
Jeanne Eagels,3,1931
Charles Boyer,3,1931
Leo McCarey,3,1931
Frank Capra,3,1931
Alfred Lunt,3,1931
Lynn Fontanne,3,1931
Robert Ryan,3,1931
William Demarest,3,1931
Ed Wynn,3,1931
Jackie Cooper,3,1931
William Gargan,3,1931
Spencer Tracy,3,1931
Herbert Ross,3,1931
Billie Burke,2,1931
Peggy Wood,2,1931
Ted Wilde,2,1931
Walter Lang,2,1931
Walter Brennan,2,1931
Brian Donlevy,2,1931
Ann Sothern,2,1931
Joseph L. Mankiewicz,2,1931
Lucile Watson,2,1931
Beulah Bondi,2,1931
Melvyn Douglas,2,1931
Lawrence Tibbett,2,1931
Robert Vaughn,1,1931
Gladys Cooper,1,1931
Sara Allgood,1,1931
William Holden,1,1931
Edward Norton,1,1931
Jack Cardiff,1,1931
Elisabeth Bergner,1,1931
Elsa Lanchester,1,1931
Charles Laughton,1,1931
Ethel Waters,1,1931
John Huston,1,1931
Dean Jagger,1,1931
Grace Moore,1,1931
Aline MacMahon,1,1931
Bette Davis,1,1931
George Miller,0,1931
Vittorio De Sica,0,1931
Elizabeth Taylor,0,1931
Arthur Kennedy,0,1931
Sidney Franklin,0,1931
Gladys George,0,1931
Claude Rains,0,1931
Dame May Whitty,0,1931
Stanley Holloway,0,1931
Gene Lockhart,0,1931
William Wellman,0,1931
John Gielgud,0,1931
Brian Aherne,0,1931
Jean Renoir,0,1931
Bill Murray,0,1931
Michael Chekhov,0,1931
Mickey Rooney,0,1931
Hermione Baddeley,0,1931
Helen Hunt,0,1931
Anna Magnani,0,1931
Paulette Goddard,0,1931
Paul Muni,0,1931
Raymond Massey,0,1931
Margaret Wycherly,0,1931
Carol Reed,0,1931
Eve Arden,0,1931
Jack Clayton,0,1931
Bing Crosby,0,1931
Rex Harrison,0,1931
Robert Siodmak,0,1931
Judy Garland,0,1931
Nick Adams,0,1931
Merle Oberon,0,1931
Anatole Litvak,0,1931
Lotte Lenya,0,1931
Otto Preminger,0,1931
Gary Cooper,45,1932
Wallace Beery,40,1932
Lewis Stone,39,1932
Stuart Erwin,38,1932
Warner Baxter,35,1932
Richard Barthelmess,34,1932
Norma Shearer,34,1932
Lionel Barrymore,33,1932
Adolphe Menjou,33,1932
Jack Oakie,33,1932
Victor McLaglen,32,1932
Joan Crawford,31,1932
Loretta Young,30,1932
Clark Gable,30,1932
Mary Astor,29,1932
Carole Lombard,28,1932
William Powell,28,1932
Cecil B. DeMille,26,1932
Betty Compson,26,1932
Fredric March,26,1932
Bessie Love,25,1932
Joan Blondell,24,1932
Clarence Brown,23,1932
Roland Young,23,1932
Barbara Stanwyck,23,1932
Maurice Chevalier,23,1932
Donald Crisp,22,1932
Frank Borzage,22,1932
Frank Lloyd,22,1932
William A. Wellman,22,1932
Claudette Colbert,22,1932
H. B. Warner,21,1932
Ernst Lubitsch,21,1932
Irving Cummings,20,1932
Walter Huston,20,1932
Gloria Swanson,19,1932
Chester Morris,19,1932
Victor Fleming,19,1932
Irene Dunne,19,1932
King Vidor,18,1932
May Robson,18,1932
Sam Wood,18,1932
Marjorie Rambeau,18,1932
Mervyn LeRoy,18,1932
Nancy Carroll,18,1932
Ruth Chatterton,18,1932
Ralph Bellamy,18,1932
Herbert Brenon,17,1932
John Ford,17,1932
Paul Lukas,17,1932
Jean Arthur,17,1932
Robert Z. Leonard,16,1932
Lillian Gish,16,1932
Una Merkel,16,1932
Sylvia Sidney,16,1932
Cary Grant,16,1932
Mary Pickford,15,1932
Marie Dressler,15,1932
Wesley Ruggles,15,1932
Ronald Colman,15,1932
Louise Dresser,15,1932
James Gleason,15,1932
Mischa Auer,15,1932
Louis Calhern,14,1932
Richard Dix,14,1932
J. Carrol Naish,14,1932
Charles Laughton,14,1932
Erich von Stroheim,13,1932
Michael Curtiz,13,1932
Charles Chaplin,13,1932
Greta Garbo,13,1932
Howard Hawks,13,1932
Ann Harding,13,1932
Charles Bickford,13,1932
Ginger Rogers,13,1932
Harry Beaumont,12,1932
Corinne Griffith,12,1932
Norman Taurog,12,1932
Melvyn Douglas,12,1932
Emil Jannings,11,1932
Frank Morgan,11,1932
William Dieterle,11,1932
Edna May Oliver,11,1932
Janet Gaynor,11,1932
Bette Davis,11,1932
Victor Schertzinger,10,1932
Gregory La Cava,10,1932
Lewis Milestone,10,1932
John Wayne,10,1932
Ray Milland,10,1932
George Cukor,10,1932
Helen Hayes,9,1932
W. S. Van Dyke,9,1932
Walter Pidgeon,9,1932
Lee Tracy,9,1932
William Gargan,9,1932
James Cagney,9,1932
Jane Darwell,8,1932
Ethel Barrymore,8,1932
Charles Boyer,8,1932
Joseph Schildkraut,8,1932
Alfred Hitchcock,8,1932
Ed Wynn,8,1932
Humphrey Bogart,8,1932
Spencer Tracy,8,1932
Miriam Hopkins,8,1932
Gloria Stuart,8,1932
Alice Brady,7,1932
Marlene Dietrich,7,1932
William Wyler,7,1932
Lew Ayres,7,1932
Bing Crosby,7,1932
Laurence Olivier,7,1932
Sessue Hayakawa,6,1932
Basil Rathbone,6,1932
Frank Capra,6,1932
Walter Brennan,6,1932
Edmund Gwenn,5,1932
George Arliss,5,1932
George Bancroft,5,1932
Aline MacMahon,5,1932
Beulah Bondi,5,1932
George Stevens,4,1932
Billie Burke,4,1932
Clifton Webb,4,1932
Leo McCarey,4,1932
William Wellman,4,1932
Nancy Kelly,4,1932
Jackie Cooper,4,1932
Jeanne Eagels,3,1932
Alfred Lunt,3,1932
Lynn Fontanne,3,1932
Walter Lang,3,1932
Robert Ryan,3,1932
William Demarest,3,1932
Mickey Rooney,3,1932
Raymond Massey,3,1932
Herbert Ross,3,1932
Hattie McDaniel,3,1932
Alexander Hall,3,1932
Franchot Tone,3,1932
Fred Zinnemann,3,1932
Peggy Wood,2,1932
Ted Wilde,2,1932
Brian Donlevy,2,1932
Ann Sothern,2,1932
Paul Muni,2,1932
Joseph L. Mankiewicz,2,1932
Lucile Watson,2,1932
Lawrence Tibbett,2,1932
Katharine Hepburn,2,1932
George Burns,2,1932
Diana Wynyard,2,1932
Bonita Granville,2,1932
Akim Tamiroff,2,1932
Robert Vaughn,1,1932
Gladys Cooper,1,1932
Sara Allgood,1,1932
William Holden,1,1932
Edward Norton,1,1932
Jack Cardiff,1,1932
Elisabeth Bergner,1,1932
Elsa Lanchester,1,1932
Ethel Waters,1,1932
John Huston,1,1932
Dean Jagger,1,1932
Robert Siodmak,1,1932
Grace Moore,1,1932
Merle Oberon,1,1932
Anatole Litvak,1,1932
Josephine Hull,1,1932
George Miller,0,1932
Vittorio De Sica,0,1932
Elizabeth Taylor,0,1932
Arthur Kennedy,0,1932
Sidney Franklin,0,1932
Gladys George,0,1932
Claude Rains,0,1932
Dame May Whitty,0,1932
Stanley Holloway,0,1932
Gene Lockhart,0,1932
John Gielgud,0,1932
Brian Aherne,0,1932
Jean Renoir,0,1932
Bill Murray,0,1932
Michael Chekhov,0,1932
Hermione Baddeley,0,1932
Helen Hunt,0,1932
Anna Magnani,0,1932
Paulette Goddard,0,1932
Margaret Wycherly,0,1932
Carol Reed,0,1932
Eve Arden,0,1932
Jack Clayton,0,1932
Rex Harrison,0,1932
Judy Garland,0,1932
Nick Adams,0,1932
Lotte Lenya,0,1932
Otto Preminger,0,1932
David Niven,0,1932
Luise Rainer,0,1932
Robert Donat,0,1932
Henry Hathaway,0,1932
John Mills,0,1932
Henry Koster,0,1932
Jessica Tandy,0,1932
Lionel Barrymore,50,1933
Gary Cooper,50,1933
Stuart Erwin,48,1933
Wallace Beery,44,1933
Lewis Stone,42,1933
Jack Oakie,38,1933
Loretta Young,37,1933
Warner Baxter,37,1933
Clark Gable,37,1933
Joan Crawford,36,1933
Richard Barthelmess,35,1933
Adolphe Menjou,34,1933
Mary Astor,34,1933
Norma Shearer,34,1933
May Robson,33,1933
Carole Lombard,33,1933
Victor McLaglen,32,1933
William Powell,30,1933
Fredric March,29,1933
Una Merkel,29,1933
Betty Compson,28,1933
William A. Wellman,27,1933
Cecil B. DeMille,26,1933
Frank Lloyd,26,1933
Paul Lukas,26,1933
Walter Huston,26,1933
Joan Blondell,26,1933
H. B. Warner,25,1933
Bessie Love,25,1933
Frank Morgan,25,1933
Roland Young,25,1933
Donald Crisp,24,1933
Robert Z. Leonard,24,1933
Frank Borzage,24,1933
Sam Wood,24,1933
Clarence Brown,24,1933
Edna May Oliver,24,1933
Barbara Stanwyck,24,1933
Maurice Chevalier,24,1933
Irving Cummings,23,1933
Ernst Lubitsch,23,1933
Marjorie Rambeau,23,1933
J. Carrol Naish,23,1933
Claudette Colbert,23,1933
Irene Dunne,23,1933
King Vidor,22,1933
Mervyn LeRoy,22,1933
Ralph Bellamy,22,1933
Franchot Tone,22,1933
Marie Dressler,21,1933
Victor Fleming,21,1933
Nancy Carroll,21,1933
Cary Grant,21,1933
Gloria Swanson,20,1933
James Gleason,20,1933
Wesley Ruggles,19,1933
Chester Morris,19,1933
Louise Dresser,19,1933
Ruth Chatterton,19,1933
Charles Laughton,19,1933
Ginger Rogers,19,1933
Gloria Stuart,19,1933
Michael Curtiz,18,1933
John Ford,18,1933
Louis Calhern,18,1933
Mischa Auer,18,1933
Ann Harding,18,1933
Charles Bickford,18,1933
Harry Beaumont,17,1933
Lillian Gish,17,1933
Herbert Brenon,17,1933
Jean Arthur,17,1933
Howard Hawks,17,1933
Sylvia Sidney,17,1933
Lee Tracy,17,1933
Alice Brady,16,1933
Richard Dix,16,1933
William Gargan,16,1933
George Cukor,16,1933
Mary Pickford,15,1933
Helen Hayes,15,1933
Ronald Colman,15,1933
William Dieterle,15,1933
Miriam Hopkins,15,1933
Greta Garbo,14,1933
Janet Gaynor,14,1933
John Wayne,14,1933
Mickey Rooney,14,1933
Erich von Stroheim,13,1933
Charles Chaplin,13,1933
Jane Darwell,13,1933
Norman Taurog,13,1933
Spencer Tracy,13,1933
Bette Davis,13,1933
Melvyn Douglas,13,1933
Corinne Griffith,12,1933
Gregory La Cava,12,1933
Walter Pidgeon,12,1933
