source,target,year
Warren Beatty,John Cassavetes,2003
Warren Beatty,Julie Christie,2003
Warren Beatty,Clint Eastwood,2003
Warren Beatty,Peter Fonda,2003
Warren Beatty,Francis Ford Coppola,2003
Warren Beatty,Milos Forman,2003
Warren Beatty,Bruce Dern,2003
Warren Beatty,William Friedkin,2003
Warren Beatty,Dennis Hopper,2003
Warren Beatty,Sidney Lumet,2003
Warren Beatty,Roy Scheider,2003
Warren Beatty,Sydney Pollack,2003
Warren Beatty,Martin Scorsese,2003
Warren Beatty,Sissy Spacek,2003
Warren Beatty,Jon Voight,2003
Linda Blair,Peter Bogdanovich,2003
Linda Blair,Ellen Burstyn,2003
Linda Blair,John Cassavetes,2003
Linda Blair,Julie Christie,2003
Linda Blair,Clint Eastwood,2003
Linda Blair,Peter Fonda,2003
Linda Blair,Francis Ford Coppola,2003
Linda Blair,Milos Forman,2003
Linda Blair,Bruce Dern,2003
Linda Blair,William Friedkin,2003
Linda Blair,Dennis Hopper,2003
Linda Blair,Sidney Lumet,2003
Linda Blair,Roy Scheider,2003
Linda Blair,Sydney Pollack,2003
Linda Blair,Martin Scorsese,2003
Linda Blair,Sissy Spacek,2003
Linda Blair,Jon Voight,2003
Peter Bogdanovich,Ellen Burstyn,2003
Peter Bogdanovich,John Cassavetes,2003
Peter Bogdanovich,Julie Christie,2003
Peter Bogdanovich,Clint Eastwood,2003
Peter Bogdanovich,Peter Fonda,2003
Peter Bogdanovich,Francis Ford Coppola,2003
Peter Bogdanovich,Milos Forman,2003
Peter Bogdanovich,Bruce Dern,2003
Peter Bogdanovich,William Friedkin,2003
Peter Bogdanovich,Dennis Hopper,2003
Peter Bogdanovich,Sidney Lumet,2003
Peter Bogdanovich,Roy Scheider,2003
Peter Bogdanovich,Sydney Pollack,2003
Peter Bogdanovich,Martin Scorsese,2003
Peter Bogdanovich,Sissy Spacek,2003
Peter Bogdanovich,Jon Voight,2003
Ellen Burstyn,John Cassavetes,2003
Ellen Burstyn,Julie Christie,2003
Ellen Burstyn,Clint Eastwood,2003
Ellen Burstyn,Peter Fonda,2003
Ellen Burstyn,Francis Ford Coppola,2003
Ellen Burstyn,Milos Forman,2003
Ellen Burstyn,Bruce Dern,2003
Ellen Burstyn,William Friedkin,2003
Ellen Burstyn,Dennis Hopper,2003
Ellen Burstyn,Sidney Lumet,2003
Ellen Burstyn,Roy Scheider,2003
Ellen Burstyn,Sydney Pollack,2003
Ellen Burstyn,Martin Scorsese,2003
Ellen Burstyn,Sissy Spacek,2003
Ellen Burstyn,Jon Voight,2003
John Cassavetes,Julie Christie,2003
John Cassavetes,Clint Eastwood,2003
John Cassavetes,Peter Fonda,2003
John Cassavetes,Francis Ford Coppola,2003
John Cassavetes,Milos Forman,2003
John Cassavetes,Bruce Dern,2003
John Cassavetes,William Friedkin,2003
John Cassavetes,Dennis Hopper,2003
John Cassavetes,Sidney Lumet,2003
John Cassavetes,Roy Scheider,2003
John Cassavetes,Sydney Pollack,2003
John Cassavetes,Martin Scorsese,2003
John Cassavetes,Sissy Spacek,2003
John Cassavetes,Jon Voight,2003
Julie Christie,Clint Eastwood,2003
Julie Christie,Peter Fonda,2003
Julie Christie,Francis Ford Coppola,2003
Julie Christie,Milos Forman,2003
Julie Christie,Bruce Dern,2003
Julie Christie,William Friedkin,2003
Julie Christie,Dennis Hopper,2003
Julie Christie,Sidney Lumet,2003
Julie Christie,Roy Scheider,2003
Julie Christie,Sydney Pollack,2003
Julie Christie,Martin Scorsese,2003
Julie Christie,Sissy Spacek,2003
Julie Christie,Jon Voight,2003
Clint Eastwood,Peter Fonda,2003
Clint Eastwood,Francis Ford Coppola,2003
Clint Eastwood,Milos Forman,2003
Clint Eastwood,Bruce Dern,2003
Clint Eastwood,William Friedkin,2003
Clint Eastwood,Dennis Hopper,2003
Clint Eastwood,Sidney Lumet,2003
Clint Eastwood,Roy Scheider,2003
Clint Eastwood,Sydney Pollack,2003
Clint Eastwood,Martin Scorsese,2003
Clint Eastwood,Sissy Spacek,2003
Clint Eastwood,Jon Voight,2003
Peter Fonda,Francis Ford Coppola,2003
Peter Fonda,Milos Forman,2003
Peter Fonda,Bruce Dern,2003
Peter Fonda,William Friedkin,2003
Peter Fonda,Dennis Hopper,2003
Peter Fonda,Sidney Lumet,2003
Peter Fonda,Roy Scheider,2003
Peter Fonda,Sydney Pollack,2003
Peter Fonda,Martin Scorsese,2003
Peter Fonda,Sissy Spacek,2003
Peter Fonda,Jon Voight,2003
Francis Ford Coppola,Milos Forman,2003
Francis Ford Coppola,Bruce Dern,2003
Francis Ford Coppola,William Friedkin,2003
Francis Ford Coppola,Dennis Hopper,2003
Francis Ford Coppola,Sidney Lumet,2003
Francis Ford Coppola,Roy Scheider,2003
Francis Ford Coppola,Sydney Pollack,2003
Francis Ford Coppola,Martin Scorsese,2003
Francis Ford Coppola,Sissy Spacek,2003
Francis Ford Coppola,Jon Voight,2003
Milos Forman,Bruce Dern,2003
Milos Forman,William Friedkin,2003
Milos Forman,Dennis Hopper,2003
Milos Forman,Sidney Lumet,2003
Milos Forman,Roy Scheider,2003
Milos Forman,Sydney Pollack,2003
Milos Forman,Martin Scorsese,2003
Milos Forman,Sissy Spacek,2003
Milos Forman,Jon Voight,2003
Bruce Dern,William Friedkin,2003
Bruce Dern,Dennis Hopper,2003
Bruce Dern,Sidney Lumet,2003
Bruce Dern,Roy Scheider,2003
Bruce Dern,Sydney Pollack,2003
Bruce Dern,Martin Scorsese,2003
Bruce Dern,Sissy Spacek,2003
Bruce Dern,Jon Voight,2003
William Friedkin,Dennis Hopper,2003
William Friedkin,Sidney Lumet,2003
William Friedkin,Roy Scheider,2003
William Friedkin,Sydney Pollack,2003
William Friedkin,Martin Scorsese,2003
William Friedkin,Sissy Spacek,2003
William Friedkin,Jon Voight,2003
Dennis Hopper,Sidney Lumet,2003
Dennis Hopper,Roy Scheider,2003
Dennis Hopper,Sydney Pollack,2003
Dennis Hopper,Martin Scorsese,2003
Dennis Hopper,Sissy Spacek,2003
Dennis Hopper,Jon Voight,2003
Sidney Lumet,Roy Scheider,2003
Sidney Lumet,Sydney Pollack,2003
Sidney Lumet,Martin Scorsese,2003
Sidney Lumet,Sissy Spacek,2003
Sidney Lumet,Jon Voight,2003
Roy Scheider,Sydney Pollack,2003
Roy Scheider,Martin Scorsese,2003
Roy Scheider,Sissy Spacek,2003
Roy Scheider,Jon Voight,2003
Sydney Pollack,Martin Scorsese,2003
Sydney Pollack,Sissy Spacek,2003
Sydney Pollack,Jon Voight,2003
Martin Scorsese,Sissy Spacek,2003
Martin Scorsese,Jon Voight,2003
Sissy Spacek,Jon Voight,2003
Colin Firth,Scarlett Johansson,2003
Colin Firth,Tom Wilkinson,2003
Scarlett Johansson,Tom Wilkinson,2003
Octavia Spencer,Allison Janney,2003
Octavia Spencer,Melissa McCarthy,2003
Allison Janney,Melissa McCarthy,2003
Giancarlo Giannini,F. Murray Abraham,2003
Bruce Dern,Randy Quaid,2003
Bruce Dern,Josh Brolin,2003
Randy Quaid,Josh Brolin,2003
Geneviève Bujold,Louise Fletcher,2003
Geneviève Bujold,Justin Henry,2003
Louise Fletcher,Justin Henry,2003
Charlton Heston,F. Murray Abraham,2003
Eric Roberts,Ernest Borgnine,2003
Miranda Richardson,Minnie Driver,2004
Brad Pitt,Peter O'Toole,2004
Brad Pitt,Julie Christie,2004
Brad Pitt,Wolfgang Petersen,2004
Peter O'Toole,Julie Christie,2004
Peter O'Toole,Wolfgang Petersen,2004
Julie Christie,Wolfgang Petersen,2004
Will Smith,Robert De Niro,2004
Will Smith,Renée Zellweger,2004
Will Smith,Angelina Jolie,2004
Will Smith,Martin Scorsese,2004
Will Smith,Peter Falk,2004
Robert De Niro,Renée Zellweger,2004
Robert De Niro,Angelina Jolie,2004
Robert De Niro,Martin Scorsese,2004
Robert De Niro,Peter Falk,2004
Renée Zellweger,Angelina Jolie,2004
Renée Zellweger,Martin Scorsese,2004
Renée Zellweger,Peter Falk,2004
Angelina Jolie,Martin Scorsese,2004
Angelina Jolie,Peter Falk,2004
Martin Scorsese,Peter Falk,2004
Jake Gyllenhaal,Ian Holm,2004
Queen Latifah,Ann-Margret,2004
Judi Dench,Jennifer Tilly,2004
Judi Dench,Cuba Gooding Jr.,2004
Judi Dench,Randy Quaid,2004
Jennifer Tilly,Cuba Gooding Jr.,2004
Jennifer Tilly,Randy Quaid,2004
Cuba Gooding Jr.,Randy Quaid,2004
Johnny Depp,Timothy Hutton,2004
Uma Thurman,Samuel L. Jackson,2004
Uma Thurman,Quentin Tarantino,2004
Samuel L. Jackson,Quentin Tarantino,2004
Viggo Mortensen,Omar Sharif,2004
Viggo Mortensen,J.K. Simmons,2004
Omar Sharif,J.K. Simmons,2004
Denzel Washington,Christopher Walken,2004
Denzel Washington,Giancarlo Giannini,2004
Denzel Washington,Mickey Rourke,2004
Christopher Walken,Giancarlo Giannini,2004
Christopher Walken,Mickey Rourke,2004
Giancarlo Giannini,Mickey Rourke,2004
Eddie Murphy,Julie Andrews,2004
Eddie Murphy,Antonio Banderas,2004
Julie Andrews,Antonio Banderas,2004
Chiwetel Ejiofor,Chloë Sevigny,2004
Chiwetel Ejiofor,Josh Brolin,2004
Chiwetel Ejiofor,Steve Carell,2004
Chiwetel Ejiofor,Woody Allen,2004
Chloë Sevigny,Josh Brolin,2004
Chloë Sevigny,Steve Carell,2004
Chloë Sevigny,Woody Allen,2004
Josh Brolin,Steve Carell,2004
Josh Brolin,Woody Allen,2004
Steve Carell,Woody Allen,2004
Kate Winslet,Mark Ruffalo,2004
Kate Winslet,Tom Wilkinson,2004
Mark Ruffalo,Tom Wilkinson,2004
Philip Seymour Hoffman,Alec Baldwin,2004
Juliette Lewis,Todd Phillips,2004
Ian Holm,Natalie Portman,2004
Will Smith,James Cromwell,2004
Holly Hunter,Samuel L. Jackson,2004
Will Smith,Matt Damon,2004
Gwyneth Paltrow,Jude Law,2004
Gwyneth Paltrow,Angelina Jolie,2004
Gwyneth Paltrow,Laurence Olivier,2004
Jude Law,Angelina Jolie,2004
Jude Law,Laurence Olivier,2004
Angelina Jolie,Laurence Olivier,2004
Mark Ruffalo,Brie Larson,2004
James Franco,Rosemary Harris,2004
Gary Oldman,Maggie Smith,2004
Gary Oldman,Emma Thompson,2004
Gary Oldman,Julie Walters,2004
Gary Oldman,Alfonso Cuarón,2004
Maggie Smith,Emma Thompson,2004
Maggie Smith,Julie Walters,2004
Maggie Smith,Alfonso Cuarón,2004
Emma Thompson,Julie Walters,2004
Emma Thompson,Alfonso Cuarón,2004
Julie Walters,Alfonso Cuarón,2004
Tom Hanks,Catherine Zeta-Jones,2004
Tom Hanks,Stanley Tucci,2004
Tom Hanks,Steven Spielberg,2004
Catherine Zeta-Jones,Stanley Tucci,2004
Catherine Zeta-Jones,Steven Spielberg,2004
Stanley Tucci,Steven Spielberg,2004
Nicolas Cage,Harvey Keitel,2004
Nicolas Cage,Jon Voight,2004
Nicolas Cage,Christopher Plummer,2004
Harvey Keitel,Jon Voight,2004
Harvey Keitel,Christopher Plummer,2004
Jon Voight,Christopher Plummer,2004
Nicole Kidman,Bette Midler,2004
Nicole Kidman,Christopher Walken,2004
Nicole Kidman,Glenn Close,2004
Bette Midler,Christopher Walken,2004
Bette Midler,Glenn Close,2004
Christopher Walken,Glenn Close,2004
Jim Broadbent,Kathy Bates,2004
Steve Carell,Adam McKay,2004
Steve Carell,Tim Robbins,2004
Steve Carell,Adam McKay,2004
Adam McKay,Tim Robbins,2004
Adam McKay,Adam McKay,2004
Tim Robbins,Adam McKay,2004
Clive Owen,Keira Knightley,2004
Anne Hathaway,Julie Andrews,2004
Anne Hathaway,Abigail Breslin,2004
Julie Andrews,Abigail Breslin,2004
Joaquin Phoenix,Adrien Brody,2004
Joaquin Phoenix,William Hurt,2004
Joaquin Phoenix,Sigourney Weaver,2004
Joaquin Phoenix,Jesse Eisenberg,2004
Joaquin Phoenix,M. Night Shyamalan,2004
Joaquin Phoenix,M. Night Shyamalan,2004
Adrien Brody,William Hurt,2004
Adrien Brody,Sigourney Weaver,2004
Adrien Brody,Jesse Eisenberg,2004
Adrien Brody,M. Night Shyamalan,2004
Adrien Brody,M. Night Shyamalan,2004
William Hurt,Sigourney Weaver,2004
William Hurt,Jesse Eisenberg,2004
William Hurt,M. Night Shyamalan,2004
William Hurt,M. Night Shyamalan,2004
Sigourney Weaver,Jesse Eisenberg,2004
Sigourney Weaver,M. Night Shyamalan,2004
Sigourney Weaver,M. Night Shyamalan,2004
Jesse Eisenberg,M. Night Shyamalan,2004
Jesse Eisenberg,M. Night Shyamalan,2004
M. Night Shyamalan,M. Night Shyamalan,2004
Angelina Jolie,Ethan Hawke,2004
Angelina Jolie,Gena Rowlands,2004
Ethan Hawke,Gena Rowlands,2004
Halle Berry,Sharon Stone,2004
Ethan Hawke,Richard Linklater,2004
Tom Cruise,Jamie Foxx,2004
Tom Cruise,Mark Ruffalo,2004
Tom Cruise,Javier Bardem,2004
Tom Cruise,Michael Mann,2004
Jamie Foxx,Mark Ruffalo,2004
Jamie Foxx,Javier Bardem,2004
Jamie Foxx,Michael Mann,2004
Mark Ruffalo,Javier Bardem,2004
Mark Ruffalo,Michael Mann,2004
Javier Bardem,Michael Mann,2004
Kevin Kline,Jonathan Pryce,2004
Matt Damon,Joan Allen,2004
Matt Damon,Paul Greengrass,2004
Joan Allen,Paul Greengrass,2004
Brie Larson,Steve Carell,2004
Kate Hudson,Joan Cusack,2004
Kate Hudson,Helen Mirren,2004
Kate Hudson,Abigail Breslin,2004
Kate Hudson,Felicity Huffman,2004
Joan Cusack,Helen Mirren,2004
Joan Cusack,Abigail Breslin,2004
Joan Cusack,Felicity Huffman,2004
Helen Mirren,Abigail Breslin,2004
Helen Mirren,Felicity Huffman,2004
Abigail Breslin,Felicity Huffman,2004
Kevin Spacey,Bob Hoskins,2004
Kevin Spacey,Brenda Blethyn,2004
Kevin Spacey,Kevin Spacey,2004
Bob Hoskins,Brenda Blethyn,2004
Bob Hoskins,Kevin Spacey,2004
Brenda Blethyn,Kevin Spacey,2004
Denzel Washington,Meryl Streep,2004
Denzel Washington,Jon Voight,2004
Denzel Washington,Vera Farmiga,2004
Denzel Washington,Dean Stockwell,2004
Denzel Washington,Sidney Lumet,2004
Denzel Washington,Jonathan Demme,2004
Meryl Streep,Jon Voight,2004
Meryl Streep,Vera Farmiga,2004
Meryl Streep,Dean Stockwell,2004
Meryl Streep,Sidney Lumet,2004
Meryl Streep,Jonathan Demme,2004
Jon Voight,Vera Farmiga,2004
Jon Voight,Dean Stockwell,2004
Jon Voight,Sidney Lumet,2004
Jon Voight,Jonathan Demme,2004
Vera Farmiga,Dean Stockwell,2004
Vera Farmiga,Sidney Lumet,2004
Vera Farmiga,Jonathan Demme,2004
Dean Stockwell,Sidney Lumet,2004
Dean Stockwell,Jonathan Demme,2004
Sidney Lumet,Jonathan Demme,2004
Robert De Niro,Dustin Hoffman,2004
Robert De Niro,Barbra Streisand,2004
Dustin Hoffman,Barbra Streisand,2004
Alec Baldwin,Scarlett Johansson,2004
Samuel L. Jackson,David Strathairn,2004
Salma Hayek,Woody Harrelson,2004
Salma Hayek,Don Cheadle,2004
Salma Hayek,Naomie Harris,2004
Woody Harrelson,Don Cheadle,2004
Woody Harrelson,Naomie Harris,2004
Don Cheadle,Naomie Harris,2004
Jamie Foxx,Regina King,2004
Jamie Foxx,Taylor Hackford,2004
Regina King,Taylor Hackford,2004
Robin Williams,Mira Sorvino,2004
Joaquin Phoenix,John Travolta,2004
Greg Kinnear,Robert De Niro,2004
Kim Basinger,William H. Macy,2004
Dustin Hoffman,Isabelle Huppert,2004
Dustin Hoffman,Jude Law,2004
Dustin Hoffman,Lily Tomlin,2004
Dustin Hoffman,Mark Wahlberg,2004
Dustin Hoffman,Naomi Watts,2004
Dustin Hoffman,Jonah Hill,2004
Dustin Hoffman,Richard Jenkins,2004
Dustin Hoffman,Talia Shire,2004
Dustin Hoffman,David O. Russell,2004
Isabelle Huppert,Jude Law,2004
Isabelle Huppert,Lily Tomlin,2004
Isabelle Huppert,Mark Wahlberg,2004
Isabelle Huppert,Naomi Watts,2004
Isabelle Huppert,Jonah Hill,2004
Isabelle Huppert,Richard Jenkins,2004
Isabelle Huppert,Talia Shire,2004
Isabelle Huppert,David O. Russell,2004
Jude Law,Lily Tomlin,2004
Jude Law,Mark Wahlberg,2004
Jude Law,Naomi Watts,2004
Jude Law,Jonah Hill,2004
Jude Law,Richard Jenkins,2004
Jude Law,Talia Shire,2004
Jude Law,David O. Russell,2004
Lily Tomlin,Mark Wahlberg,2004
Lily Tomlin,Naomi Watts,2004
Lily Tomlin,Jonah Hill,2004
Lily Tomlin,Richard Jenkins,2004
Lily Tomlin,Talia Shire,2004
Lily Tomlin,David O. Russell,2004
Mark Wahlberg,Naomi Watts,2004
Mark Wahlberg,Jonah Hill,2004
Mark Wahlberg,Richard Jenkins,2004
Mark Wahlberg,Talia Shire,2004
Mark Wahlberg,David O. Russell,2004
Naomi Watts,Jonah Hill,2004
Naomi Watts,Richard Jenkins,2004
Naomi Watts,Talia Shire,2004
Naomi Watts,David O. Russell,2004
Jonah Hill,Richard Jenkins,2004
Jonah Hill,Talia Shire,2004
Jonah Hill,David O. Russell,2004
Richard Jenkins,Talia Shire,2004
Richard Jenkins,David O. Russell,2004
Talia Shire,David O. Russell,2004
Tom Hardy,Sally Hawkins,2004
Julianne Moore,Gary Sinise,2004
Julianne Moore,Alfre Woodard,2004
Gary Sinise,Alfre Woodard,2004
Johnny Depp,Kate Winslet,2004
Johnny Depp,Julie Christie,2004
Johnny Depp,Dustin Hoffman,2004
Kate Winslet,Julie Christie,2004
Kate Winslet,Dustin Hoffman,2004
Julie Christie,Dustin Hoffman,2004
Toni Collette,Debbie Reynolds,2004
George Clooney,Brad Pitt,2004
George Clooney,Matt Damon,2004
George Clooney,Catherine Zeta-Jones,2004
George Clooney,Don Cheadle,2004
George Clooney,Julia Roberts,2004
George Clooney,Casey Affleck,2004
George Clooney,Elliott Gould,2004
George Clooney,Albert Finney,2004
George Clooney,Steven Soderbergh,2004
Brad Pitt,Matt Damon,2004
Brad Pitt,Catherine Zeta-Jones,2004
Brad Pitt,Don Cheadle,2004
Brad Pitt,Julia Roberts,2004
Brad Pitt,Casey Affleck,2004
Brad Pitt,Elliott Gould,2004
Brad Pitt,Albert Finney,2004
Brad Pitt,Steven Soderbergh,2004
Matt Damon,Catherine Zeta-Jones,2004
Matt Damon,Don Cheadle,2004
Matt Damon,Julia Roberts,2004
Matt Damon,Casey Affleck,2004
Matt Damon,Elliott Gould,2004
Matt Damon,Albert Finney,2004
Matt Damon,Steven Soderbergh,2004
Catherine Zeta-Jones,Don Cheadle,2004
Catherine Zeta-Jones,Julia Roberts,2004
Catherine Zeta-Jones,Casey Affleck,2004
Catherine Zeta-Jones,Elliott Gould,2004
Catherine Zeta-Jones,Albert Finney,2004
Catherine Zeta-Jones,Steven Soderbergh,2004
Don Cheadle,Julia Roberts,2004
Don Cheadle,Casey Affleck,2004
Don Cheadle,Elliott Gould,2004
Don Cheadle,Albert Finney,2004
Don Cheadle,Steven Soderbergh,2004
Julia Roberts,Casey Affleck,2004
Julia Roberts,Elliott Gould,2004
Julia Roberts,Albert Finney,2004
Julia Roberts,Steven Soderbergh,2004
Casey Affleck,Elliott Gould,2004
Casey Affleck,Albert Finney,2004
Casey Affleck,Steven Soderbergh,2004
Elliott Gould,Albert Finney,2004
Elliott Gould,Steven Soderbergh,2004
Albert Finney,Steven Soderbergh,2004
Christian Bale,Jennifer Jason Leigh,2004
Susan Sarandon,Stanley Tucci,2004
Susan Sarandon,Richard Jenkins,2004
Stanley Tucci,Richard Jenkins,2004
Bill Murray,Cate Blanchett,2004
Bill Murray,Anjelica Huston,2004
Bill Murray,Willem Dafoe,2004
Bill Murray,Seymour Cassel,2004
Bill Murray,Wes Anderson,2004
Cate Blanchett,Anjelica Huston,2004
Cate Blanchett,Willem Dafoe,2004
Cate Blanchett,Seymour Cassel,2004
Cate Blanchett,Wes Anderson,2004
Anjelica Huston,Willem Dafoe,2004
Anjelica Huston,Seymour Cassel,2004
Anjelica Huston,Wes Anderson,2004
Willem Dafoe,Seymour Cassel,2004
Willem Dafoe,Wes Anderson,2004
Seymour Cassel,Wes Anderson,2004
Jon Voight,Whoopi Goldberg,2004
Jude Law,Marisa Tomei,2004
Jude Law,Susan Sarandon,2004
Marisa Tomei,Susan Sarandon,2004
Don Cheadle,Sophie Okonedo,2004
Don Cheadle,Joaquin Phoenix,2004
Don Cheadle,Nick Nolte,2004
Sophie Okonedo,Joaquin Phoenix,2004
Sophie Okonedo,Nick Nolte,2004
Joaquin Phoenix,Nick Nolte,2004
Nicole Kidman,Lauren Bacall,2004
Liam Neeson,Laura Linney,2004
Liam Neeson,Timothy Hutton,2004
Liam Neeson,John Lithgow,2004
Liam Neeson,Lynn Redgrave,2004
Laura Linney,Timothy Hutton,2004
Laura Linney,John Lithgow,2004
Laura Linney,Lynn Redgrave,2004
Timothy Hutton,John Lithgow,2004
Timothy Hutton,Lynn Redgrave,2004
John Lithgow,Lynn Redgrave,2004
Roberto Benigni,Cate Blanchett,2004
Roberto Benigni,Bill Murray,2004
Cate Blanchett,Bill Murray,2004
Jeff Bridges,Kim Basinger,2004
Angelina Jolie,Anthony Hopkins,2004
Angelina Jolie,Jared Leto,2004
Angelina Jolie,Christopher Plummer,2004
Angelina Jolie,Oliver Stone,2004
Angelina Jolie,Oliver Stone,2004
Anthony Hopkins,Jared Leto,2004
Anthony Hopkins,Christopher Plummer,2004
Anthony Hopkins,Oliver Stone,2004
Anthony Hopkins,Oliver Stone,2004
Jared Leto,Christopher Plummer,2004
Jared Leto,Oliver Stone,2004
Jared Leto,Oliver Stone,2004
Christopher Plummer,Oliver Stone,2004
Christopher Plummer,Oliver Stone,2004
Oliver Stone,Oliver Stone,2004
Robert Redford,Helen Mirren,2004
Robert Redford,Willem Dafoe,2004
Robert Redford,Diana Scarwid,2004
Helen Mirren,Willem Dafoe,2004
Helen Mirren,Diana Scarwid,2004
Willem Dafoe,Diana Scarwid,2004
Leonardo DiCaprio,Cate Blanchett,2004
Leonardo DiCaprio,John C. Reilly,2004
Leonardo DiCaprio,Alec Baldwin,2004
Leonardo DiCaprio,Alan Alda,2004
Leonardo DiCaprio,Jude Law,2004
Leonardo DiCaprio,Ian Holm,2004
Leonardo DiCaprio,Willem Dafoe,2004
Leonardo DiCaprio,Martin Scorsese,2004
Cate Blanchett,John C. Reilly,2004
Cate Blanchett,Alec Baldwin,2004
Cate Blanchett,Alan Alda,2004
Cate Blanchett,Jude Law,2004
Cate Blanchett,Ian Holm,2004
Cate Blanchett,Willem Dafoe,2004
Cate Blanchett,Martin Scorsese,2004
John C. Reilly,Alec Baldwin,2004
John C. Reilly,Alan Alda,2004
John C. Reilly,Jude Law,2004
John C. Reilly,Ian Holm,2004
John C. Reilly,Willem Dafoe,2004
John C. Reilly,Martin Scorsese,2004
Alec Baldwin,Alan Alda,2004
Alec Baldwin,Jude Law,2004
Alec Baldwin,Ian Holm,2004
Alec Baldwin,Willem Dafoe,2004
Alec Baldwin,Martin Scorsese,2004
Alan Alda,Jude Law,2004
Alan Alda,Ian Holm,2004
Alan Alda,Willem Dafoe,2004
Alan Alda,Martin Scorsese,2004
Jude Law,Ian Holm,2004
Jude Law,Willem Dafoe,2004
Jude Law,Martin Scorsese,2004
Ian Holm,Willem Dafoe,2004
Ian Holm,Martin Scorsese,2004
Willem Dafoe,Martin Scorsese,2004
Paul Giamatti,Thomas Haden Church,2004
Paul Giamatti,Virginia Madsen,2004
Paul Giamatti,Alexander Payne,2004
Thomas Haden Church,Virginia Madsen,2004
Thomas Haden Church,Alexander Payne,2004
Virginia Madsen,Alexander Payne,2004
Renée Zellweger,Colin Firth,2004
Renée Zellweger,Jim Broadbent,2004
Colin Firth,Jim Broadbent,2004
Julia Roberts,Jude Law,2004
Julia Roberts,Natalie Portman,2004
Julia Roberts,Clive Owen,2004
Julia Roberts,Mike Nichols,2004
Jude Law,Natalie Portman,2004
Jude Law,Clive Owen,2004
Jude Law,Mike Nichols,2004
Natalie Portman,Clive Owen,2004
Natalie Portman,Mike Nichols,2004
Clive Owen,Mike Nichols,2004
Hilary Swank,Anjelica Huston,2004
Hilary Swank,Vera Farmiga,2004
Anjelica Huston,Vera Farmiga,2004
Cliff Robertson,Barbara Hershey,2004
Peter Fonda,Jeremy Renner,2004
Peter Fonda,Winona Ryder,2004
Jeremy Renner,Winona Ryder,2004
John Travolta,Scarlett Johansson,2004
Chris Cooper,Richard Dreyfuss,2004
Jude Law,Meryl Streep,2004
Dan Aykroyd,Felicity Huffman,2004
Cloris Leachman,Thomas Haden Church,2004
Cloris Leachman,James L. Brooks,2004
Thomas Haden Church,James L. Brooks,2004
Clint Eastwood,Hilary Swank,2004
Clint Eastwood,Morgan Freeman,2004
Clint Eastwood,Clint Eastwood,2004
Hilary Swank,Morgan Freeman,2004
Hilary Swank,Clint Eastwood,2004
Morgan Freeman,Clint Eastwood,2004
Reese Witherspoon,Jim Broadbent,2004
Reese Witherspoon,Bob Hoskins,2004
Jim Broadbent,Bob Hoskins,2004
Imelda Staunton,Sally Hawkins,2004
Imelda Staunton,Jim Broadbent,2004
Imelda Staunton,Lesley Manville,2004
Imelda Staunton,Mike Leigh,2004
Sally Hawkins,Jim Broadbent,2004
Sally Hawkins,Lesley Manville,2004
Sally Hawkins,Mike Leigh,2004
Jim Broadbent,Lesley Manville,2004
Jim Broadbent,Mike Leigh,2004
Lesley Manville,Mike Leigh,2004
Charlize Theron,Penélope Cruz,2004
Annette Bening,Jeremy Irons,2004
Annette Bening,Rosemary Harris,2004
Jeremy Irons,Rosemary Harris,2004
Debra Winger,Piper Laurie,2004
Debra Winger,Rip Torn,2004
Piper Laurie,Rip Torn,2004
Sean Penn,Don Cheadle,2004
Sean Penn,Naomi Watts,2004
Don Cheadle,Naomi Watts,2004
Scarlett Johansson,David Paymer,2004
Penélope Cruz,Susan Sarandon,2004
Penélope Cruz,Alan Arkin,2004
Penélope Cruz,Robin Williams,2004
Penélope Cruz,Chazz Palminteri,2004
Penélope Cruz,Chazz Palminteri,2004
Susan Sarandon,Alan Arkin,2004
Susan Sarandon,Robin Williams,2004
Susan Sarandon,Chazz Palminteri,2004
Susan Sarandon,Chazz Palminteri,2004
Alan Arkin,Robin Williams,2004
Alan Arkin,Chazz Palminteri,2004
Alan Arkin,Chazz Palminteri,2004
Robin Williams,Chazz Palminteri,2004
Robin Williams,Chazz Palminteri,2004
Chazz Palminteri,Chazz Palminteri,2004
Holly Hunter,Kathy Bates,2004
Rachel Weisz,Christopher Walken,2004
Rachel Weisz,Barry Levinson,2004
Christopher Walken,Barry Levinson,2004
Sandra Bullock,Don Cheadle,2004
Sandra Bullock,Matt Dillon,2004
Sandra Bullock,Terrence Howard,2004
Sandra Bullock,Paul Haggis,2004
Don Cheadle,Matt Dillon,2004
Don Cheadle,Terrence Howard,2004
Don Cheadle,Paul Haggis,2004
Matt Dillon,Terrence Howard,2004
Matt Dillon,Paul Haggis,2004
Terrence Howard,Paul Haggis,2004
Robin Williams,Frank Langella,2004
Gene Hackman,Marcia Gay Harden,2004
Gene Hackman,Rip Torn,2004
Gene Hackman,June Squibb,2004
Marcia Gay Harden,Rip Torn,2004
Marcia Gay Harden,June Squibb,2004
Rip Torn,June Squibb,2004
Helen Hunt,Scarlett Johansson,2004
Helen Hunt,Tom Wilkinson,2004
Scarlett Johansson,Tom Wilkinson,2004
Jane Darwell,Henry Fonda,2004
Alan Arkin,Robert Downey Jr.,2004
Alan Arkin,Steven Soderbergh,2004
