name,year
Norman Taurog,1932
Lee Tracy,1932
Frank Morgan,1932
Gregory La Cava,1932
Bing Crosby,1932
Stuart Erwin,1932
George Burns,1932
Spencer Tracy,1932
Ralph Bellamy,1932
Michael Curtiz,1932
John Wayne,1932
Mischa Auer,1932
George Arliss,1932
Fredric March,1932
Claudette Colbert,1932
Cecil B. DeMille,1932
Hattie McDaniel,1932
Erich von Stroheim,1932
Walter Brennan,1932
Mickey Rooney,1932
Nancy Carroll,1932
Jane Darwell,1932
Lew Ayres,1932
Alexander Hall,1932
James Cagney,1932
Carole Lombard,1932
Wesley Ruggles,1932
Frank Capra,1932
John Ford,1932
Janet Gaynor,1932
Aline MacMahon,1932
Franchot Tone,1932
Fred Zinnemann,1932
William Powell,1932
Norma Shearer,1932
Robert Z. Leonard,1932
Ray Milland,1932
Ruth Chatterton,1932
James Gleason,1932
Vittorio De Sica,1932
Merle Oberon,1932
Helen Hayes,1932
Adolphe Menjou,1932
Frank Borzage,1932
Richard Barthelmess,1932
Barbara Stanwyck,1932
William Wellman,1932
Edna May Oliver,1932
Sylvia Sidney,1932
Ginger Rogers,1932
Ed Wynn,1932
William Dieterle,1932
Harry Beaumont,1932
King Vidor,1932
Walter Lang,1932
Basil Rathbone,1932
Paul Lukas,1932
Walter Pidgeon,1932
Ethel Barrymore,1932
Diana Wynyard,1932
Ann Harding,1932
Laurence Olivier,1932
Bonita Granville,1932
Joseph Schildkraut,1932
Edmund Gwenn,1932
David Niven,1932
Sam Wood,1932
Victor Schertzinger,1932
H. B. Warner,1932
Luise Rainer,1932
Robert Donat,1932
Henry Hathaway,1932
Ronald Colman,1932
John Mills,1932
Josephine Hull,1932
Leo McCarey,1932
Herbert Ross,1932
John Gielgud,1932
Irving Cummings,1932
Herbert Brenon,1932
Akim Tamiroff,1932
Richard Dix,1932
William Wyler,1932
Emil Jannings,1932
Robert Siodmak,1932
Elisabeth Bergner,1932
Henry Koster,1932
Charles Bickford,1932
Betty Compson,1932
Jackie Cooper,1932
Victor McLaglen,1932
Grace Moore,1932
Warner Baxter,1932
Frank Lloyd,1932
Jessica Tandy,1932
Corinne Griffith,1932
Louise Dresser,1932
Anatole Litvak,1932
Cary Grant,1933
Janet Gaynor,1933
Lew Ayres,1933
Louise Dresser,1933
May Robson,1933
Frank Capra,1933
Charles Laughton,1933
Robert Donat,1933
Merle Oberon,1933
Elsa Lanchester,1933
Edna May Oliver,1933
Gary Cooper,1933
Jack Oakie,1933
Louis Calhern,1933
Leo McCarey,1933
James Cagney,1933
Joan Blondell,1933
Katharine Hepburn,1933
Adolphe Menjou,1933
Warner Baxter,1933
Ginger Rogers,1933
Una Merkel,1933
Leslie Howard,1933
Frank Lloyd,1933
Spencer Tracy,1933
Gloria Stuart,1933
Claude Rains,1933
Henry Travers,1933
Billie Burke,1933
Michael Curtiz,1933
Walter Huston,1933
W. S. Van Dyke,1933
Howard Hawks,1933
Paul Lukas,1933
Spring Byington,1933
George Cukor,1933
George Burns,1933
Stuart Erwin,1933
Barbara Stanwyck,1933
John Wayne,1933
Franchot Tone,1933
Gregory La Cava,1933
Greta Garbo,1933
Lewis Stone,1933
Akim Tamiroff,1933
Fred Astaire,1933
Joan Crawford,1933
Clark Gable,1933
Eve Arden,1933
Robert Z. Leonard,1933
Marie Dressler,1933
Wallace Beery,1933
Lionel Barrymore,1933
Lee Tracy,1933
Hattie McDaniel,1933
Wesley Ruggles,1933
Jackie Cooper,1933
Diana Wynyard,1933
Bonita Granville,1933
Ralph Richardson,1933
George Stevens,1933
James Gleason,1933
Helen Hayes,1933
Victor Fleming,1933
Ethel Waters,1933
Bing Crosby,1933
Melvyn Douglas,1933
J. Carrol Naish,1933
Mervyn LeRoy,1933
Mischa Auer,1933
William Dieterle,1933
Sylvia Sidney,1933
Henry Hathaway,1933
Nancy Carroll,1933
Frank Morgan,1933
Walter Pidgeon,1933
Walter Brennan,1933
Claudette Colbert,1933
William Wyler,1933
Alexander Hall,1933
Fredric March,1933
Loretta Young,1933
Maurice Chevalier,1933
Norman Taurog,1933
Ruth Chatterton,1933
William A. Wellman,1933
Ann Harding,1933
Alice Brady,1933
Harry Beaumont,1933
Sam Wood,1933
Richard Barthelmess,1933
Aline MacMahon,1933
Mickey Rooney,1933
Bette Davis,1933
Charles Bickford,1933
Cecil B. DeMille,1933
Carole Lombard,1933
George Arliss,1933
Miriam Hopkins,1933
William Gargan,1933
John Ford,1933
Paul Muni,1933
Mary Astor,1933
Jane Darwell,1933
William Powell,1933
Margaret Sullavan,1933
John Gielgud,1933
Edmund Gwenn,1933
Marlene Dietrich,1933
Brian Aherne,1933
Ray Milland,1933
Gloria Swanson,1933
Laurence Olivier,1933
Ernst Lubitsch,1933
Ralph Bellamy,1933
Victor McLaglen,1933
Roland Young,1933
Lillian Gish,1933
John Mills,1933
Ann Sothern,1933
Walter Lang,1933
Beulah Bondi,1933
King Vidor,1933
Chester Morris,1933
Stanley Holloway,1933
Clarence Brown,1933
Judith Anderson,1933
Vittorio De Sica,1933
Marjorie Rambeau,1933
Frank Borzage,1933
Victor Schertzinger,1933
Anatole Litvak,1933
Basil Rathbone,1933
Charles Boyer,1933
Sara Allgood,1933
H. B. Warner,1933
Cecil Kellaway,1933
Ronald Colman,1933
Irene Dunne,1933
Richard Dix,1933
Claire Trevor,1933
Irving Cummings,1933
Robert Siodmak,1933
Ed Wynn,1933
David Niven,1933
Donald Crisp,1933
Flora Robson,1933
Jean Arthur,1933
Betty Compson,1933
Jean Renoir,1933
Herbert Brenon,1933
Clark Gable,1934
Claudette Colbert,1934
Frank Capra,1934
Norma Shearer,1934
Fredric March,1934
Charles Laughton,1934
Frank Borzage,1934
Fred Astaire,1934
Ginger Rogers,1934
Alice Brady,1934
James Cagney,1934
Gloria Stuart,1934
George Arliss,1934
Loretta Young,1934
Grace Moore,1934
Victor Schertzinger,1934
William Powell,1934
W. S. Van Dyke,1934
Wallace Beery,1934
Stuart Erwin,1934
Joseph Schildkraut,1934
Howard Hawks,1934
William Wellman,1934
Jane Darwell,1934
Irving Cummings,1934
Adolphe Menjou,1934
Charles Bickford,1934
Alexander Hall,1934
Frank Morgan,1934
Louis Calhern,1934
Gregory La Cava,1934
Carole Lombard,1934
Stanley Holloway,1934
Mickey Rooney,1934
Joan Blondell,1934
William Dieterle,1934
Alfred Hitchcock,1934
Ethel Waters,1934
Margaret Wycherly,1934
Humphrey Bogart,1934
Bonita Granville,1934
Henry Travers,1934
John Wayne,1934
Marlene Dietrich,1934
Sam Jaffe,1934
Louise Dresser,1934
Joan Crawford,1934
Franchot Tone,1934
Akim Tamiroff,1934
Clarence Brown,1934
Marjorie Rambeau,1934
Robert Donat,1934
Ray Milland,1934
Wesley Ruggles,1934
Jackie Cooper,1934
Lionel Barrymore,1934
Lewis Stone,1934
Victor Fleming,1934
Walter Brennan,1934
Warner Baxter,1934
Victor McLaglen,1934
Jack Oakie,1934
Leo McCarey,1934
Cecil B. DeMille,1934
John Ford,1934
Bing Crosby,1934
George Burns,1934
Norman Taurog,1934
Greta Garbo,1934
King Vidor,1934
Sam Wood,1934
Janet Gaynor,1934
Mischa Auer,1934
James Gleason,1934
Miriam Hopkins,1934
Walter Lang,1934
Lew Ayres,1934
Frank Lloyd,1934
H. B. Warner,1934
Merle Oberon,1934
Raymond Massey,1934
Elisabeth Bergner,1934
Flora Robson,1934
John Mills,1934
William Gargan,1934
Billie Burke,1934
Rosalind Russell,1934
Barbara Stanwyck,1934
Chester Morris,1934
Gene Lockhart,1934
Katharine Hepburn,1934
Ralph Bellamy,1934
Sylvia Sidney,1934
Cary Grant,1934
Billy Wilder,1934
Ronald Colman,1934
Una Merkel,1934
Mary Astor,1934
Charles Boyer,1934
Donald Crisp,1934
Bette Davis,1934
William Demarest,1934
Michael Curtiz,1934
Irene Dunne,1934
William A. Wellman,1934
Maurice Chevalier,1934
Ernst Lubitsch,1934
Claire Trevor,1934
Edna May Oliver,1934
Aline MacMahon,1934
Hattie McDaniel,1934
Vittorio De Sica,1934
Anna Magnani,1934
Spencer Tracy,1934
Gary Cooper,1934
Henry Hathaway,1934
Lewis Milestone,1934
Margaret Sullavan,1934
Edmund Gwenn,1934
Geraldine Fitzgerald,1934
Ralph Richardson,1934
Nancy Carroll,1934
Richard Barthelmess,1934
Diana Wynyard,1934
May Robson,1934
Beulah Bondi,1934
Dean Jagger,1934
Gladys Cooper,1934
Mervyn LeRoy,1934
J. Carrol Naish,1934
Helen Hayes,1934
Brian Aherne,1934
Lucile Watson,1934
Paul Lukas,1934
William Wyler,1934
Melvyn Douglas,1934
Claude Rains,1934
Gloria Swanson,1934
Marjorie Main,1934
James Stewart,1934
Roland Young,1934
Ruth Chatterton,1934
Walter Pidgeon,1934
Emil Jannings,1934
Harry Beaumont,1934
Jean Arthur,1934
John Farrow,1934
Ann Harding,1934
George Stevens,1934
George Sanders,1934
Jean Renoir,1934
Robert Z. Leonard,1934
Walter Huston,1934
Richard Dix,1934
Fay Bainter,1934
Paul Muni,1934
Gladys George,1934
Ann Sothern,1934
Anne Revere,1934
Lee Tracy,1934
Henry Koster,1934
Robert Siodmak,1934
Sara Allgood,1934
Peggy Wood,1934
Erich von Stroheim,1934
Rex Harrison,1934
Una Merkel,1935
Olivia de Havilland,1935
Basil Rathbone,1935
J. Carrol Naish,1935
Michael Curtiz,1935
Victor McLaglen,1935
John Ford,1935
Gary Cooper,1935
Franchot Tone,1935
Henry Hathaway,1935
Fredric March,1935
Charles Laughton,1935
Elsa Lanchester,1935
Frank Morgan,1935
Akim Tamiroff,1935
Raymond Massey,1935
Robert Z. Leonard,1935
W. S. Van Dyke,1935
Lionel Barrymore,1935
Edna May Oliver,1935
Lewis Stone,1935
Roland Young,1935
George Cukor,1935
Leo McCarey,1935
Fred Astaire,1935
Ginger Rogers,1935
Ronald Colman,1935
H. B. Warner,1935
Walter Brennan,1935
Sam Wood,1935
Bette Davis,1935
Claudette Colbert,1935
Charles Boyer,1935
Gregory La Cava,1935
Miriam Hopkins,1935
Billie Burke,1935
Merle Oberon,1935
Geraldine Fitzgerald,1935
Spencer Tracy,1935
Claire Trevor,1935
Don Ameche,1935
Claude Rains,1935
Katharine Hepburn,1935
Cary Grant,1935
Edmund Gwenn,1935
Brian Aherne,1935
Henry Fonda,1935
Mischa Auer,1935
James Stewart,1935
William Demarest,1935
Hattie McDaniel,1935
Loretta Young,1935
Joseph Schildkraut,1935
Cecil B. DeMille,1935
Clark Gable,1935
Stuart Erwin,1935
Henry Travers,1935
Ralph Richardson,1935
Spring Byington,1935
John Wayne,1935
Marlene Dietrich,1935
Robert Donat,1935
Peggy Ashcroft,1935
Alfred Hitchcock,1935
Adolphe Menjou,1935
Gloria Stuart,1935
Alice Brady,1935
Jack Oakie,1935
Bing Crosby,1935
George Burns,1935
Norman Taurog,1935
James Cagney,1935
Donald Crisp,1935
Frank Lloyd,1935
Irene Dunne,1935
Lawrence Tibbett,1935
Jane Darwell,1935
Carole Lombard,1935
Ralph Bellamy,1935
William Powell,1935
May Robson,1935
Rosalind Russell,1935
Mickey Rooney,1935
Victor Fleming,1935
Brian Donlevy,1935
David Niven,1935
Howard Hawks,1935
Alexander Hall,1935
Jean Renoir,1935
William Dieterle,1935
George Stevens,1935
Greta Garbo,1935
Clarence Brown,1935
Wallace Beery,1935
Irving Cummings,1935
Jane Wyman,1935
Paul Muni,1935
James Gleason,1935
Jackie Cooper,1935
Janet Gaynor,1935
Warner Baxter,1935
Nancy Kelly,1935
Ray Milland,1935
Wesley Ruggles,1935
Ann Harding,1935
Melvyn Douglas,1935
Jean Arthur,1935
William Gargan,1935
Joan Crawford,1935
Joan Fontaine,1935
Aline MacMahon,1935
Barbara Stanwyck,1935
Vittorio De Sica,1935
John Mills,1935
Richard Dix,1935
Walter Huston,1935
George Arliss,1935
Mary Astor,1935
Mervyn LeRoy,1935
Chester Morris,1935
Bonita Granville,1935
Margaret Sullavan,1935
Beulah Bondi,1935
William Wyler,1935
William A. Wellman,1935
Betty Compson,1935
Richard Barthelmess,1935
Sara Allgood,1935
Laurence Olivier,1935
Paul Lukas,1935
Dorothy Dandridge,1935
King Vidor,1935
Robert Morley,1935
Gene Lockhart,1935
Carol Reed,1935
Louis Calhern,1935
Vivien Leigh,1935
Hermione Baddeley,1935
Herbert Brenon,1935
Helen Hunt,1935
Emil Jannings,1935
Frank Borzage,1935
Luise Rainer,1935
Stanley Holloway,1935
Louise Dresser,1935
Sylvia Sidney,1935
Lewis Milestone,1935
Edward Dmytryk,1935
Joan Blondell,1935
Elisabeth Bergner,1935
Grace Moore,1935
Victor Schertzinger,1935
Dean Jagger,1935
Peter Finch,1935
Erich von Stroheim,1935
Lee Tracy,1935
Walter Lang,1935
Peggy Wood,1935
Harry Beaumont,1935
Henry Koster,1935
Lucile Watson,1935
Helen Hayes,1935
Maurice Chevalier,1935
Ann Sothern,1935
Anna Magnani,1935
Charles Coburn,1935
Chill Wills,1935
Ingrid Bergman,1935
Leo Genn,1935
James Mason,1935
Lew Ayres,1935
Charles Bickford,1935
Marjorie Rambeau,1935
Miliza Korjus,1935
Nancy Carroll,1935
Anne Shirley,1935
Clark Gable,1936
Spencer Tracy,1936
W. S. Van Dyke,1936
William Powell,1936
Luise Rainer,1936
Frank Morgan,1936
William Demarest,1936
Robert Z. Leonard,1936
Fredric March,1936
Olivia de Havilland,1936
Gale Sondergaard,1936
Edmund Gwenn,1936
Claude Rains,1936
Akim Tamiroff,1936
Mervyn LeRoy,1936
Gary Cooper,1936
Jean Arthur,1936
H. B. Warner,1936
Frank Capra,1936
Paul Muni,1936
William Dieterle,1936
Ray Milland,1936
Alice Brady,1936
Mischa Auer,1936
Lucile Watson,1936
Henry Koster,1936
Sylvia Sidney,1936
Walter Brennan,1936
Paulette Goddard,1936
Carole Lombard,1936
Jane Wyman,1936
Gregory La Cava,1936
Raymond Massey,1936
Ralph Richardson,1936
James Stewart,1936
Irene Dunne,1936
Melvyn Douglas,1936
Spring Byington,1936
Gladys George,1936
Hattie McDaniel,1936
Wesley Ruggles,1936
Alfred Hitchcock,1936
John Gielgud,1936
Norma Shearer,1936
Leslie Howard,1936
Basil Rathbone,1936
Edna May Oliver,1936
George Cukor,1936
Bette Davis,1936
Humphrey Bogart,1936
Katharine Hepburn,1936
Donald Crisp,1936
John Ford,1936
Geraldine Fitzgerald,1936
Fred Astaire,1936
Ginger Rogers,1936
George Stevens,1936
Andrea Leeds,1936
Howard Hawks,1936
William Wyler,1936
Lewis Milestone,1936
Joan Crawford,1936
Lionel Barrymore,1936
Franchot Tone,1936
Beulah Bondi,1936
Louis Calhern,1936
Gene Lockhart,1936
Clarence Brown,1936
Miriam Hopkins,1936
Merle Oberon,1936
Bonita Granville,1936
Van Heflin,1936
George Sanders,1936
John Mills,1936
May Robson,1936
John Farrow,1936
William A. Wellman,1936
Una Merkel,1936
George Burns,1936
Laurence Olivier,1936
Elisabeth Bergner,1936
Cary Grant,1936
Walter Pidgeon,1936
Charles Bickford,1936
Anthony Quinn,1936
Cecil B. DeMille,1936
David Niven,1936
J. Carrol Naish,1936
Michael Curtiz,1936
Henry Hathaway,1936
Dean Jagger,1936
Jean Renoir,1936
Charles Laughton,1936
Elsa Lanchester,1936
Alexander Knox,1936
Charles Boyer,1936
Anatole Litvak,1936
Marlene Dietrich,1936
Joseph Schildkraut,1936
Ingrid Bergman,1936
Frank Borzage,1936
Greta Garbo,1936
Jane Darwell,1936
Janet Gaynor,1936
Loretta Young,1936
Don Ameche,1936
Paul Lukas,1936
John Wayne,1936
Claire Trevor,1936
Rosalind Russell,1936
James Gleason,1936
Alexander Hall,1936
Wallace Beery,1936
Stuart Erwin,1936
Judy Garland,1936
Henry Fonda,1936
Margaret Sullavan,1936
Victor McLaglen,1936
Lewis Stone,1936
Mickey Rooney,1936
Bing Crosby,1936
Joan Blondell,1936
Walter Huston,1936
Ruth Chatterton,1936
Mary Astor,1936
Warner Baxter,1936
Gloria Stuart,1936
Jackie Cooper,1936
James Cagney,1936
Chester Morris,1936
Vittorio De Sica,1936
Walter Lang,1936
Roland Young,1936
Brian Donlevy,1936
Sam Wood,1936
Rex Harrison,1936
Leo Genn,1936
Brian Aherne,1936
Burgess Meredith,1936
Carol Reed,1936
Peggy Ashcroft,1936
Robert Siodmak,1936
Maurice Chevalier,1936
Herbert Brenon,1936
James Mason,1936
Lawrence Tibbett,1936
Otto Preminger,1936
Lew Ayres,1936
Richard Barthelmess,1936
William Gargan,1936
Billie Burke,1936
Irving Cummings,1936
George Arliss,1936
Sara Allgood,1936
Betty Compson,1936
Jack Oakie,1936
King Vidor,1936
Margaret Rutherford,1936
Adolphe Menjou,1936
Barbara Stanwyck,1936
Fred Zinnemann,1936
Lee Tracy,1936
Norman Taurog,1936
Grace Moore,1936
Richard Dix,1936
Ann Harding,1936
Bessie Love,1936
Anna Magnani,1936
Emil Jannings,1936
Ann Sothern,1936
Ralph Bellamy,1936
Chill Wills,1936
Henry Travers,1936
Jean Negulesco,1936
Victor Schertzinger,1936
Harry Beaumont,1936
Alfred Hitchcock,1937
Paul Muni,1937
Luise Rainer,1937
Victor Fleming,1937
Sylvia Sidney,1937
Humphrey Bogart,1937
Claire Trevor,1937
Marjorie Main,1937
William Wyler,1937
Ronald Colman,1937
H. B. Warner,1937
Sam Jaffe,1937
Frank Capra,1937
Adolphe Menjou,1937
Alice Brady,1937
Mischa Auer,1937
Henry Koster,1937
Katharine Hepburn,1937
Ginger Rogers,1937
Eve Arden,1937
Gregory La Cava,1937
Erich von Stroheim,1937
Jean Renoir,1937
Sam Wood,1937
Bette Davis,1937
Mary Astor,1937
Raymond Massey,1937
John Ford,1937
Roland Young,1937
Victor McLaglen,1937
Ann Sothern,1937
Judy Garland,1937
Carole Lombard,1937
Fredric March,1937
Hattie McDaniel,1937
William A. Wellman,1937
Henry Fonda,1937
Stuart Erwin,1937
Jane Wyman,1937
Greta Garbo,1937
Charles Boyer,1937
Maria Ouspenskaya,1937
Clarence Brown,1937
Fred Astaire,1937
George Burns,1937
Joan Fontaine,1937
George Stevens,1937
William Powell,1937
Janet Gaynor,1937
May Robson,1937
Peggy Wood,1937
William Gargan,1937
Laurence Olivier,1937
Vivien Leigh,1937
Flora Robson,1937
James Mason,1937
Irene Dunne,1937
Charles Bickford,1937
Akim Tamiroff,1937
Spencer Tracy,1937
Lionel Barrymore,1937
Melvyn Douglas,1937
Mickey Rooney,1937
Cary Grant,1937
Jack Oakie,1937
Jean Arthur,1937
Frank Borzage,1937
Robert Z. Leonard,1937
Bing Crosby,1937
Anthony Quinn,1937
Claude Rains,1937
Lana Turner,1937
Mervyn LeRoy,1937
Ralph Richardson,1937
George Sanders,1937
Brian Aherne,1937
Olivia de Havilland,1937
Claudette Colbert,1937
Basil Rathbone,1937
Anatole Litvak,1937
Spring Byington,1937
Franchot Tone,1937
Fay Bainter,1937
Bonita Granville,1937
Marlene Dietrich,1937
Robert Donat,1937
Ernst Lubitsch,1937
James Stewart,1937
Gale Sondergaard,1937
J. Carrol Naish,1937
Gary Cooper,1937
Joseph Schildkraut,1937
Henry Hathaway,1937
Michael Curtiz,1937
Wallace Beery,1937
Lewis Stone,1937
Una Merkel,1937
Warner Baxter,1937
Jane Darwell,1937
David Niven,1937
W. S. Van Dyke,1937
John Wayne,1937
Louise Dresser,1937
Beulah Bondi,1937
Frank Lloyd,1937
Wesley Ruggles,1937
James Cagney,1937
Gene Lockhart,1937
Victor Schertzinger,1937
Vittorio De Sica,1937
Joan Crawford,1937
Billie Burke,1937
Clark Gable,1937
Frank Morgan,1937
Walter Pidgeon,1937
Ann Harding,1937
Barbara Stanwyck,1937
Loretta Young,1937
Walter Lang,1937
Gladys George,1937
Ruth Hussey,1937
Joan Blondell,1937
Donald Crisp,1937
Edna May Oliver,1937
Edmund Gwenn,1937
Lee Strasberg,1937
Grace Moore,1937
Aline MacMahon,1937
Barbara O'Neil,1937
King Vidor,1937
Chester Morris,1937
Van Heflin,1937
Rex Harrison,1937
Sara Allgood,1937
Miriam Hopkins,1937
John Farrow,1937
Wendy Hiller,1937
Rosalind Russell,1937
Dame May Whitty,1937
Paul Lukas,1937
Stanley Holloway,1937
Margaret Rutherford,1937
Otto Preminger,1937
Walter Brennan,1937
Oscar Homolka,1937
Ray Milland,1937
Barry Fitzgerald,1937
Dean Jagger,1937
Marjorie Rambeau,1937
Brian Donlevy,1937
Broderick Crawford,1937
Gloria Stuart,1937
John Mills,1937
Carol Reed,1937
George Arliss,1937
James Stephenson,1937
Harry Beaumont,1937
Elisabeth Bergner,1937
Ralph Bellamy,1937
Ruth Chatterton,1937
Leo Genn,1937
Cecil Kellaway,1937
James Gleason,1937
Lee J. Cobb,1937
William Dieterle,1937
Don Ameche,1937
William Demarest,1937
Sessue Hayakawa,1937
Anne Shirley,1937
Herbert Brenon,1937
Lew Ayres,1937
Burgess Meredith,1937
Monty Woolley,1937
Emil Jannings,1937
Norman Taurog,1937
Lee Tracy,1937
Chill Wills,1937
Maurice Chevalier,1937
Robert Siodmak,1937
Louis Calhern,1937
Alexander Hall,1937
Betty Compson,1937
Andrea Leeds,1937
Richard Dix,1937
Jackie Cooper,1937
Irving Cummings,1937
Don Ameche,1938
Alice Brady,1938
Brian Donlevy,1938
Olivia de Havilland,1938
Basil Rathbone,1938
Claude Rains,1938
Sam Jaffe,1938
Michael Curtiz,1938
John Garfield,1938
May Robson,1938
Clark Gable,1938
Spencer Tracy,1938
Lionel Barrymore,1938
Marjorie Main,1938
Victor Fleming,1938
Lewis Stone,1938
Mickey Rooney,1938
Judy Garland,1938
Lana Turner,1938
James Cagney,1938
Humphrey Bogart,1938
Fay Bainter,1938
Jackie Cooper,1938
Bonita Granville,1938
James Stephenson,1938
Gene Lockhart,1938
Norman Taurog,1938
Laurence Olivier,1938
Merle Oberon,1938
Ralph Richardson,1938
Norma Shearer,1938
Robert Morley,1938
Joseph Schildkraut,1938
Gladys George,1938
W. S. Van Dyke,1938
Lew Ayres,1938
Monty Woolley,1938
Jack Oakie,1938
Charles Boyer,1938
Bette Davis,1938
Henry Fonda,1938
Donald Crisp,1938
Spring Byington,1938
William Wyler,1938
Adolphe Menjou,1938
Andrea Leeds,1938
Walter Huston,1938
James Stewart,1938
Beulah Bondi,1938
Charles Coburn,1938
Clarence Brown,1938
Brian Aherne,1938
Billie Burke,1938
Marjorie Rambeau,1938
Luise Rainer,1938
Miliza Korjus,1938
John Houseman,1938
Orson Welles,1938
Warner Baxter,1938
H. B. Warner,1938
Otto Preminger,1938
Vivien Leigh,1938
Edmund Gwenn,1938
Robert Donat,1938
Rosalind Russell,1938
Rex Harrison,1938
King Vidor,1938
Katharine Hepburn,1938
Cary Grant,1938
George Cukor,1938
Claire Trevor,1938
Susan Hayward,1938
Anatole Litvak,1938
Wendy Hiller,1938
Ginger Rogers,1938
Hattie McDaniel,1938
George Stevens,1938
Gloria Stuart,1938
William Demarest,1938
Chill Wills,1938
John Wayne,1938
Gary Cooper,1938
John Ford,1938
Paulette Goddard,1938
Gale Sondergaard,1938
Jean Renoir,1938
Janet Gaynor,1938
Roland Young,1938
Lucile Watson,1938
Irving Cummings,1938
Akim Tamiroff,1938
Henry Hathaway,1938
Sylvia Sidney,1938
Anthony Quinn,1938
Bing Crosby,1938
Wesley Ruggles,1938
Wallace Beery,1938
Frank Morgan,1938
Sam Wood,1938
Franchot Tone,1938
Nancy Kelly,1938
Michael Redgrave,1938
Paul Lukas,1938
Alfred Hitchcock,1938
Fredric March,1938
Walter Brennan,1938
Cecil B. DeMille,1938
Claudette Colbert,1938
David Niven,1938
Ernst Lubitsch,1938
Mischa Auer,1938
Eve Arden,1938
Joan Crawford,1938
Margaret Sullavan,1938
Melvyn Douglas,1938
Frank Borzage,1938
Henry Travers,1938
George Burns,1938
Jane Wyman,1938
Eddie Albert,1938
Barry Fitzgerald,1938
Walter Pidgeon,1938
Barbara Stanwyck,1938
William A. Wellman,1938
Edna May Oliver,1938
Jane Darwell,1938
Charles Laughton,1938
Loretta Young,1938
George Sanders,1938
Mary Astor,1938
John Farrow,1938
Fred Zinnemann,1938
Robert Z. Leonard,1938
Carole Lombard,1938
Ralph Bellamy,1938
Mervyn LeRoy,1938
Jean Arthur,1938
Frank Capra,1938
Dame May Whitty,1938
Joshua Logan,1938
Vittorio De Sica,1938
Ann Sothern,1938
Ray Milland,1938
J. Carrol Naish,1938
Joan Blondell,1938
Alexander Hall,1938
Louis Calhern,1938
Carol Reed,1938
Glynis Johns,1938
Henry Koster,1938
Ingrid Bergman,1938
Ruth Chatterton,1938
Joan Fontaine,1938
Cecil Kellaway,1938
Elsa Lanchester,1938
Betty Compson,1938
Victor McLaglen,1938
William Gargan,1938
Herbert Brenon,1938
Stuart Erwin,1938
Ruth Hussey,1938
Broderick Crawford,1938
